time	V(gate)	V(out)	V(rst)	I(V9)
0.000000000000000e+000	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.000000000000000e-006	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.004951569163068e-006	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.004997438445123e-006	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.005013217731396e-006	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.005034760024942e-006	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.005036278241473e-006	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.005039314674535e-006	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.005045387540660e-006	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.005057533272909e-006	-4.703681e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.005071021232342e-006	-4.703680e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.005083736416561e-006	-4.703680e-001	4.240999e-003	-4.708384e-001	2.599581e-014
1.005098054629410e-006	-4.703680e-001	4.240999e-003	-4.708384e-001	2.599582e-014
1.005113400441912e-006	-4.703679e-001	4.240999e-003	-4.708382e-001	2.599582e-014
1.005132455475350e-006	-4.703676e-001	4.240999e-003	-4.708380e-001	2.599583e-014
1.005154187871368e-006	-4.703668e-001	4.240999e-003	-4.708372e-001	2.599586e-014
1.005180842920449e-006	-4.703647e-001	4.240999e-003	-4.708351e-001	2.599594e-014
1.005211952649275e-006	-4.703590e-001	4.240999e-003	-4.708293e-001	2.599615e-014
1.005250089828879e-006	-4.703428e-001	4.240999e-003	-4.708131e-001	2.599675e-014
1.005295779428076e-006	-4.702973e-001	4.240999e-003	-4.707676e-001	2.599842e-014
1.005352708718827e-006	-4.701646e-001	4.240999e-003	-4.706347e-001	2.600332e-014
1.005423746429796e-006	-4.697701e-001	4.240999e-003	-4.702397e-001	2.601786e-014
1.005516925046686e-006	-4.685093e-001	4.240999e-003	-4.689774e-001	2.606431e-014
1.005646245171648e-006	-4.647078e-001	4.240999e-003	-4.651714e-001	2.620431e-014
1.005779738405445e-006	-4.570284e-001	4.240999e-003	-4.574835e-001	2.648700e-014
1.005943587013356e-006	-4.412268e-001	4.241000e-003	-4.416651e-001	2.706837e-014
1.006154378996825e-006	-4.135286e-001	4.241001e-003	-4.139384e-001	2.808681e-014
1.006393370996229e-006	-3.774132e-001	4.241002e-003	-3.777867e-001	2.941390e-014
1.006621578646526e-006	-3.400113e-001	4.241003e-003	-3.403471e-001	3.078744e-014
1.006879942739724e-006	-2.930717e-001	4.241004e-003	-2.933601e-001	3.251033e-014
1.007150318371328e-006	-2.384275e-001	4.241005e-003	-2.386609e-001	3.451495e-014
1.007433029960964e-006	-1.766202e-001	4.241005e-003	-1.767916e-001	3.678099e-014
1.007711965131493e-006	-1.124233e-001	4.241004e-003	-1.125304e-001	3.913300e-014
1.008029923271196e-006	-3.692358e-002	4.241002e-003	-3.695520e-002	4.189694e-014
1.008396019494251e-006	5.104350e-002	4.240996e-003	5.109971e-002	4.511568e-014
1.008852485305278e-006	1.589150e-001	4.240981e-003	1.590788e-001	4.909637e-014
1.009323498770614e-006	2.655434e-001	4.240955e-003	2.658133e-001	5.316668e-014
1.009469902833085e-006	2.960165e-001	4.240944e-003	2.963165e-001	5.454859e-014
1.009707191875057e-006	3.396028e-001	4.240922e-003	3.399461e-001	5.752754e-014
1.010000000000000e-006	3.878897e-001	4.240890e-003	3.882809e-001	6.234453e-014
1.010029280812494e-006	3.918336e-001	4.240887e-003	3.922287e-001	6.308226e-014
1.010087842437483e-006	3.993686e-001	4.240880e-003	3.997713e-001	6.470334e-014
1.010204965687460e-006	4.126890e-001	4.240865e-003	4.131048e-001	6.841129e-014
1.010439212187414e-006	4.328628e-001	4.240831e-003	4.332981e-001	7.611295e-014
1.010826385166492e-006	4.531611e-001	4.240752e-003	4.536153e-001	8.632527e-014
1.011096220185939e-006	4.576464e-001	4.240675e-003	4.581041e-001	8.896187e-014
1.011433646837813e-006	4.530246e-001	4.240553e-003	4.534767e-001	8.629007e-014
1.011774210447688e-006	4.422415e-001	4.240402e-003	4.426824e-001	8.051181e-014
1.012117262268894e-006	4.279104e-001	4.240219e-003	4.283369e-001	7.418610e-014
1.012481652350499e-006	4.115143e-001	4.239990e-003	4.119246e-001	6.872396e-014
1.012902910881437e-006	3.930754e-001	4.239674e-003	3.934674e-001	6.431018e-014
1.013320644603939e-006	3.765405e-001	4.239299e-003	3.769162e-001	6.148678e-014
1.013769519844596e-006	3.616069e-001	4.238824e-003	3.619678e-001	5.961421e-014
1.014229771372509e-006	3.497781e-001	4.238258e-003	3.501275e-001	5.843719e-014
1.014638496872639e-006	3.424666e-001	4.237687e-003	3.428088e-001	5.781109e-014
1.014946998975060e-006	3.392951e-001	4.237216e-003	3.396342e-001	5.755726e-014
1.015311404890557e-006	3.380972e-001	4.236615e-003	3.384352e-001	5.745515e-014
1.015738144745338e-006	3.395168e-001	4.235854e-003	3.398564e-001	5.754514e-014
1.016480920532093e-006	3.457570e-001	4.234393e-003	3.461030e-001	5.799923e-014
1.016872774663560e-006	3.500833e-001	4.233557e-003	3.504336e-001	5.834313e-014
1.017285973769963e-006	3.548558e-001	4.232632e-003	3.552109e-001	5.875618e-014
1.017712876750571e-006	3.591660e-001	4.231632e-003	3.595253e-001	5.915768e-014
1.018136082146803e-006	3.624989e-001	4.230601e-003	3.628615e-001	5.948847e-014
1.018536634880076e-006	3.646709e-001	4.229592e-003	3.650357e-001	5.971441e-014
1.018897577857683e-006	3.658353e-001	4.228657e-003	3.662012e-001	5.983878e-014
1.019169185143962e-006	3.662159e-001	4.227938e-003	3.665822e-001	5.987921e-014
1.019489115290270e-006	3.661560e-001	4.227076e-003	3.665222e-001	5.987052e-014
1.020047917794427e-006	3.653860e-001	4.225535e-003	3.657514e-001	5.978160e-014
1.020426518966720e-006	3.645563e-001	4.224467e-003	3.649208e-001	5.968819e-014
1.020832169138214e-006	3.634967e-001	4.223302e-003	3.638601e-001	5.957110e-014
1.021274796316973e-006	3.623619e-001	4.222011e-003	3.627242e-001	5.944779e-014
1.021725984615373e-006	3.613497e-001	4.220674e-003	3.617111e-001	5.933928e-014
1.022159125005935e-006	3.605895e-001	4.219372e-003	3.609501e-001	5.925828e-014
1.022562531799128e-006	3.600980e-001	4.218146e-003	3.604581e-001	5.920566e-014
1.022920113821498e-006	3.598354e-001	4.217048e-003	3.601952e-001	5.917690e-014
1.023494380499799e-006	3.597490e-001	4.215266e-003	3.601088e-001	5.916512e-014
1.024065501279943e-006	3.599225e-001	4.213474e-003	3.602824e-001	5.918019e-014
1.024451403695969e-006	3.601142e-001	4.212253e-003	3.604744e-001	5.919830e-014
1.024873954742058e-006	3.603691e-001	4.210907e-003	3.607295e-001	5.922326e-014
1.025320323075128e-006	3.606344e-001	4.209477e-003	3.609951e-001	5.924987e-014
1.025769040157408e-006	3.608676e-001	4.208032e-003	3.612284e-001	5.927380e-014
1.026200179295923e-006	3.610420e-001	4.206636e-003	3.614031e-001	5.929227e-014
1.026603326890794e-006	3.611545e-001	4.205326e-003	3.615156e-001	5.930475e-014
1.027241541843821e-006	3.612346e-001	4.203241e-003	3.615958e-001	5.931518e-014
1.028122182842511e-006	3.611896e-001	4.200349e-003	3.615507e-001	5.931491e-014
1.028494326234622e-006	3.611462e-001	4.199121e-003	3.615074e-001	5.931264e-014
1.028912550951439e-006	3.610880e-001	4.197738e-003	3.614490e-001	5.930941e-014
1.029357968285778e-006	3.610272e-001	4.196262e-003	3.613882e-001	5.930640e-014
1.029803555052265e-006	3.609741e-001	4.194782e-003	3.613351e-001	5.930447e-014
1.030229286903451e-006	3.609346e-001	4.193366e-003	3.612955e-001	5.930404e-014
1.031461870454673e-006	3.608912e-001	4.189250e-003	3.612521e-001	5.931168e-014
1.032580835368327e-006	3.609124e-001	4.185498e-003	3.612733e-001	5.932672e-014
1.033476773278476e-006	3.609404e-001	4.182485e-003	3.613013e-001	5.934119e-014
1.035195499682694e-006	3.609686e-001	4.176685e-003	3.613296e-001	5.936942e-014
1.037478037860856e-006	3.609588e-001	4.168947e-003	3.613198e-001	5.940756e-014
1.053552603880733e-006	3.609564e-001	4.113192e-003	3.613174e-001	5.987530e-014
1.069627169900611e-006	3.609547e-001	4.056203e-003	3.613157e-001	6.037257e-014
1.085701735920489e-006	3.609535e-001	3.997979e-003	3.613145e-001	6.089937e-014
1.101776301940367e-006	3.609530e-001	3.938522e-003	3.613139e-001	6.145569e-014
1.117850867960244e-006	3.609530e-001	3.877831e-003	3.613140e-001	6.204153e-014
1.133925433980122e-006	3.609536e-001	3.815906e-003	3.613146e-001	6.265690e-014
1.150000000000000e-006	3.609548e-001	3.752747e-003	3.613158e-001	6.330179e-014
1.157068409206903e-006	3.609548e-001	3.724753e-003	3.613158e-001	6.356354e-014
1.160000000000000e-006	3.609548e-001	3.713085e-003	3.613158e-001	6.367163e-014
1.160293159079310e-006	3.609548e-001	3.711916e-003	3.613158e-001	6.368264e-014
1.160879477237929e-006	3.609548e-001	3.709577e-003	3.613158e-001	6.370439e-014
1.170000000000000e-006	3.609548e-001	3.673024e-003	3.613158e-001	6.404056e-014
1.300000000000000e-006	3.609548e-001	3.116790e-003	3.613158e-001	6.869678e-014
1.304951787533322e-006	3.609548e-001	3.094325e-003	3.613158e-001	6.886916e-014
1.304998035409008e-006	3.609548e-001	3.094115e-003	3.613158e-001	6.887076e-014
1.305014175578298e-006	3.609548e-001	3.094042e-003	3.613158e-001	6.887133e-014
1.305035187720508e-006	3.609548e-001	3.093946e-003	3.613158e-001	6.887206e-014
1.305047044353216e-006	3.609548e-001	3.093892e-003	3.613158e-001	6.887247e-014
1.305058873040300e-006	3.609548e-001	3.093838e-003	3.613158e-001	6.887289e-014
1.305070849121172e-006	3.609548e-001	3.093784e-003	3.613158e-001	6.887330e-014
1.305082986960937e-006	3.609548e-001	3.093729e-003	3.613157e-001	6.887372e-014
1.305097464521668e-006	3.609548e-001	3.093663e-003	3.613157e-001	6.887422e-014
1.305112569826284e-006	3.609547e-001	3.093594e-003	3.613157e-001	6.887474e-014
1.305131630711472e-006	3.609546e-001	3.093508e-003	3.613155e-001	6.887539e-014
1.305152984278955e-006	3.609542e-001	3.093411e-003	3.613151e-001	6.887609e-014
1.305179455802911e-006	3.609531e-001	3.093290e-003	3.613140e-001	6.887690e-014
1.305221253252212e-006	3.609495e-001	3.093100e-003	3.613104e-001	6.887798e-014
1.305262250766303e-006	3.609371e-001	3.092914e-003	3.612981e-001	6.887814e-014
1.305314324054935e-006	3.608983e-001	3.092677e-003	3.612592e-001	6.887597e-014
1.305371734661519e-006	3.607965e-001	3.092416e-003	3.611573e-001	6.886755e-014
1.305454035129675e-006	3.604506e-001	3.092042e-003	3.608109e-001	6.883523e-014
1.305552355154538e-006	3.595071e-001	3.091595e-003	3.598664e-001	6.874434e-014
1.305677417201770e-006	3.570875e-001	3.091026e-003	3.574440e-001	6.851526e-014
1.305815808446943e-006	3.525748e-001	3.090396e-003	3.529266e-001	6.811243e-014
1.305997489634036e-006	3.437145e-001	3.089569e-003	3.440571e-001	6.740408e-014
1.306214630076530e-006	3.265778e-001	3.088580e-003	3.269024e-001	6.627651e-014
1.306454497654014e-006	2.946883e-001	3.087487e-003	2.949797e-001	6.460154e-014
1.306689783288270e-006	2.487109e-001	3.086414e-003	2.489551e-001	6.260436e-014
1.306959368301291e-006	1.843239e-001	3.085185e-003	1.845030e-001	6.010888e-014
1.307246171016975e-006	1.104954e-001	3.083878e-003	1.106004e-001	5.736562e-014
1.307523939857291e-006	3.737499e-002	3.082613e-003	3.740667e-002	5.467606e-014
1.307818967061634e-006	-4.037507e-002	3.081271e-003	-4.042126e-002	5.182276e-014
1.308162282912280e-006	-1.299262e-001	3.079711e-003	-1.300620e-001	4.854030e-014
1.308554293286898e-006	-2.294683e-001	3.077935e-003	-2.297037e-001	4.489632e-014
1.309027154518989e-006	-3.422198e-001	3.075802e-003	-3.425677e-001	4.077549e-014
1.309484448951763e-006	-4.420251e-001	3.073754e-003	-4.424721e-001	3.713398e-014
1.309562354955863e-006	-4.570064e-001	3.073407e-003	-4.574682e-001	3.658848e-014
1.309718166964065e-006	-4.823531e-001	3.072714e-003	-4.828397e-001	3.566811e-014
1.310000000000000e-006	-5.227916e-001	3.071469e-003	-5.233176e-001	3.420313e-014
1.310028183303593e-006	-5.258780e-001	3.071345e-003	-5.264069e-001	3.409196e-014
1.310084549910780e-006	-5.316601e-001	3.071098e-003	-5.321945e-001	3.388397e-014
1.310197283125154e-006	-5.413235e-001	3.070604e-003	-5.418671e-001	3.353802e-014
1.310422749553902e-006	-5.539701e-001	3.069621e-003	-5.545254e-001	3.309203e-014
1.310785770186961e-006	-5.617546e-001	3.068056e-003	-5.623163e-001	3.283674e-014
1.311037809725687e-006	-5.586212e-001	3.066983e-003	-5.591790e-001	3.297337e-014
1.311301875972838e-006	-5.480968e-001	3.065871e-003	-5.486436e-001	3.338230e-014
1.311699872135755e-006	-5.266123e-001	3.064223e-003	-5.271373e-001	3.420420e-014
1.312041950691238e-006	-5.066834e-001	3.062835e-003	-5.071886e-001	3.496309e-014
1.312357260324616e-006	-4.894419e-001	3.061580e-003	-4.899299e-001	3.561986e-014
1.312714218078156e-006	-4.731327e-001	3.060190e-003	-4.736048e-001	3.624420e-014
1.313050724959615e-006	-4.616012e-001	3.058910e-003	-4.620621e-001	3.669041e-014
1.313378031029444e-006	-4.542719e-001	3.057694e-003	-4.547257e-001	3.698060e-014
1.313669847830092e-006	-4.507411e-001	3.056635e-003	-4.511916e-001	3.712833e-014
1.313891238856812e-006	-4.499561e-001	3.055848e-003	-4.504061e-001	3.717050e-014
1.314154415023098e-006	-4.508083e-001	3.054929e-003	-4.512593e-001	3.715472e-014
1.314459109525194e-006	-4.533854e-001	3.053891e-003	-4.538390e-001	3.707777e-014
1.314921635007065e-006	-4.588610e-001	3.052362e-003	-4.593202e-001	3.690321e-014
1.315283090819828e-006	-4.634931e-001	3.051209e-003	-4.639569e-001	3.675367e-014
1.315617159524631e-006	-4.674372e-001	3.050174e-003	-4.679049e-001	3.662773e-014
1.315954594259232e-006	-4.706311e-001	3.049158e-003	-4.711019e-001	3.652945e-014
1.316288811794223e-006	-4.728643e-001	3.048180e-003	-4.733373e-001	3.646617e-014
1.316605776457520e-006	-4.741231e-001	3.047278e-003	-4.745972e-001	3.643758e-014
1.316894732309775e-006	-4.746207e-001	3.046477e-003	-4.750954e-001	3.643525e-014
1.317122021142342e-006	-4.746185e-001	3.045860e-003	-4.750931e-001	3.644775e-014
1.317381798433692e-006	-4.742633e-001	3.045170e-003	-4.747375e-001	3.647480e-014
1.317845943942219e-006	-4.732179e-001	3.043973e-003	-4.736910e-001	3.653784e-014
1.318190129718509e-006	-4.722998e-001	3.043114e-003	-4.727720e-001	3.658952e-014
1.318507547137527e-006	-4.714544e-001	3.042343e-003	-4.719258e-001	3.663681e-014
1.318839225987364e-006	-4.706927e-001	3.041558e-003	-4.711633e-001	3.668145e-014
1.319177668656022e-006	-4.700950e-001	3.040778e-003	-4.705651e-001	3.672009e-014
1.319503671163922e-006	-4.697086e-001	3.040045e-003	-4.701783e-001	3.675008e-014
1.319806211295354e-006	-4.695110e-001	3.039381e-003	-4.699805e-001	3.677175e-014
1.320069179884297e-006	-4.694560e-001	3.038815e-003	-4.699255e-001	3.678612e-014
1.320358113149436e-006	-4.694937e-001	3.038205e-003	-4.699632e-001	3.679809e-014
1.320640030081028e-006	-4.696010e-001	3.037623e-003	-4.700706e-001	3.680699e-014
1.321089614539396e-006	-4.698411e-001	3.036715e-003	-4.703109e-001	3.681828e-014
1.321454094956475e-006	-4.700510e-001	3.035999e-003	-4.705210e-001	3.682660e-014
1.321791702522048e-006	-4.702308e-001	3.035350e-003	-4.707011e-001	3.683457e-014
1.322130236784744e-006	-4.703763e-001	3.034712e-003	-4.708467e-001	3.684359e-014
1.322465776714941e-006	-4.704788e-001	3.034092e-003	-4.709493e-001	3.685382e-014
1.322785359487902e-006	-4.705374e-001	3.033512e-003	-4.710079e-001	3.686479e-014
1.323615946684972e-006	-4.705419e-001	3.032048e-003	-4.710124e-001	3.689767e-014
1.324076106416132e-006	-4.704936e-001	3.031261e-003	-4.709641e-001	3.691713e-014
1.324402710676551e-006	-4.704536e-001	3.030712e-003	-4.709241e-001	3.693091e-014
1.324710580325504e-006	-4.704164e-001	3.030202e-003	-4.708868e-001	3.694367e-014
1.325036588738754e-006	-4.703824e-001	3.029668e-003	-4.708528e-001	3.695676e-014
1.325367563642017e-006	-4.703558e-001	3.029133e-003	-4.708262e-001	3.696954e-014
1.326017420925716e-006	-4.703295e-001	3.028100e-003	-4.707999e-001	3.699305e-014
1.327474156569766e-006	-4.703488e-001	3.025857e-003	-4.708191e-001	3.703986e-014
1.328334426530273e-006	-4.703680e-001	3.024572e-003	-4.708384e-001	3.706546e-014
1.329372887540526e-006	-4.703691e-001	3.023058e-003	-4.708394e-001	3.709520e-014
1.330411348550779e-006	-4.703698e-001	3.021562e-003	-4.708402e-001	3.712330e-014
1.331449809561033e-006	-4.703702e-001	3.020082e-003	-4.708405e-001	3.714977e-014
1.332488270571287e-006	-4.703702e-001	3.018619e-003	-4.708406e-001	3.717460e-014
1.333526731581540e-006	-4.703699e-001	3.017172e-003	-4.708403e-001	3.719781e-014
1.334565192591794e-006	-4.703693e-001	3.015742e-003	-4.708397e-001	3.721937e-014
1.335603653602047e-006	-4.703684e-001	3.014329e-003	-4.708387e-001	3.723930e-014
1.460000000000000e-006	-4.703680e-001	2.859459e-003	-4.708384e-001	3.709062e-014
1.470000000000000e-006	-4.703681e-001	2.847546e-003	-4.708384e-001	3.704446e-014
1.600000000000000e-006	-4.703681e-001	2.697151e-003	-4.708384e-001	3.645983e-014
1.604951160349886e-006	-4.703681e-001	2.691583e-003	-4.708384e-001	3.643818e-014
1.604978287025166e-006	-4.703681e-001	2.691553e-003	-4.708384e-001	3.643806e-014
1.605002362490845e-006	-4.703681e-001	2.691526e-003	-4.708384e-001	3.643795e-014
1.605014613737049e-006	-4.703681e-001	2.691512e-003	-4.708384e-001	3.643790e-014
1.605029903792210e-006	-4.703681e-001	2.691495e-003	-4.708384e-001	3.643783e-014
1.605042960988550e-006	-4.703681e-001	2.691480e-003	-4.708384e-001	3.643778e-014
1.605055182067659e-006	-4.703680e-001	2.691467e-003	-4.708384e-001	3.643772e-014
1.605067313108886e-006	-4.703680e-001	2.691453e-003	-4.708384e-001	3.643767e-014
1.605081821203477e-006	-4.703680e-001	2.691437e-003	-4.708383e-001	3.643761e-014
1.605097100024309e-006	-4.703679e-001	2.691420e-003	-4.708382e-001	3.643754e-014
1.605116342343609e-006	-4.703676e-001	2.691398e-003	-4.708380e-001	3.643747e-014
1.605137959721619e-006	-4.703668e-001	2.691374e-003	-4.708372e-001	3.643741e-014
1.605164699489888e-006	-4.703647e-001	2.691344e-003	-4.708351e-001	3.643737e-014
1.605195630294996e-006	-4.703591e-001	2.691309e-003	-4.708295e-001	3.643744e-014
1.605233742268878e-006	-4.703431e-001	2.691266e-003	-4.708135e-001	3.643786e-014
1.605279149443178e-006	-4.702988e-001	2.691215e-003	-4.707690e-001	3.643930e-014
1.605335884097323e-006	-4.701691e-001	2.691151e-003	-4.706392e-001	3.644384e-014
1.605406408941849e-006	-4.697858e-001	2.691072e-003	-4.702555e-001	3.645766e-014
1.605498975927338e-006	-4.685626e-001	2.690968e-003	-4.690307e-001	3.650232e-014
1.605626859997204e-006	-4.648767e-001	2.690825e-003	-4.653406e-001	3.663751e-014
1.605760939572255e-006	-4.573050e-001	2.690674e-003	-4.577605e-001	3.691564e-014
1.605921960969399e-006	-4.419805e-001	2.690494e-003	-4.424196e-001	3.747877e-014
1.606131795826658e-006	-4.145958e-001	2.690260e-003	-4.150067e-001	3.848479e-014
1.606370447367086e-006	-3.786620e-001	2.689993e-003	-3.790367e-001	3.980419e-014
1.606598443194358e-006	-3.414216e-001	2.689738e-003	-3.417588e-001	4.117082e-014
1.606855886551992e-006	-2.948364e-001	2.689450e-003	-2.951266e-001	4.287961e-014
1.607125375360606e-006	-2.405532e-001	2.689148e-003	-2.407887e-001	4.486986e-014
1.607407472832013e-006	-1.790187e-001	2.688832e-003	-1.791924e-001	4.712472e-014
1.607688178126787e-006	-1.145056e-001	2.688516e-003	-1.146148e-001	4.948715e-014
1.608002547306294e-006	-3.991363e-002	2.688161e-003	-3.994824e-002	5.221656e-014
1.608368831616884e-006	4.808590e-002	2.687744e-003	4.813915e-002	5.543489e-014
1.608831870097899e-006	1.575671e-001	2.687210e-003	1.577295e-001	5.947155e-014
1.609304001623385e-006	2.643931e-001	2.686654e-003	2.646618e-001	6.355604e-014
1.609473257112566e-006	2.997412e-001	2.686452e-003	3.000450e-001	6.513520e-014
1.609661489021637e-006	3.343079e-001	2.686224e-003	3.346460e-001	6.751696e-014
1.610000000000000e-006	3.899283e-001	2.685808e-003	3.903215e-001	7.312169e-014
1.610101553293509e-006	4.028447e-001	2.685682e-003	4.032508e-001	7.595302e-014
1.610236957684854e-006	4.174015e-001	2.685512e-003	4.178218e-001	8.037441e-014
1.610507766467544e-006	4.388444e-001	2.685166e-003	4.392854e-001	8.920424e-014
1.610853135074028e-006	4.548122e-001	2.684704e-003	4.552679e-001	9.762294e-014
1.611097868828090e-006	4.578755e-001	2.684359e-003	4.583333e-001	9.952519e-014
1.611411970045638e-006	4.531261e-001	2.683893e-003	4.535783e-001	9.677232e-014
1.611782559645379e-006	4.411933e-001	2.683311e-003	4.416331e-001	9.043973e-014
1.612139670514762e-006	4.262356e-001	2.682719e-003	4.266604e-001	8.396950e-014
1.612509103997968e-006	4.096219e-001	2.682069e-003	4.100303e-001	7.859831e-014
1.612929894646418e-006	3.913381e-001	2.681275e-003	3.917284e-001	7.437113e-014
1.613347420679015e-006	3.750399e-001	2.680427e-003	3.754141e-001	7.167703e-014
1.613798809130789e-006	3.603500e-001	2.679436e-003	3.607097e-001	6.988108e-014
1.614263450960311e-006	3.487919e-001	2.678337e-003	3.491403e-001	6.875007e-014
1.614666273098112e-006	3.419011e-001	2.677317e-003	3.422427e-001	6.816453e-014
1.614956164710222e-006	3.390983e-001	2.676546e-003	3.394372e-001	6.793969e-014
1.615307106307202e-006	3.381034e-001	2.675573e-003	3.384415e-001	6.785164e-014
1.615751553792320e-006	3.397206e-001	2.674280e-003	3.400605e-001	6.795409e-014
1.616513371164662e-006	3.462911e-001	2.671921e-003	3.466376e-001	6.843350e-014
1.616947122479301e-006	3.511185e-001	2.670503e-003	3.514698e-001	6.881925e-014
1.617333385062299e-006	3.555295e-001	2.669198e-003	3.558852e-001	6.920350e-014
1.617742877400588e-006	3.595633e-001	2.667777e-003	3.599230e-001	6.958128e-014
1.618164655010602e-006	3.627722e-001	2.666274e-003	3.631351e-001	6.989997e-014
1.618564271726816e-006	3.648416e-001	2.664817e-003	3.652065e-001	7.011426e-014
1.618918755993722e-006	3.658996e-001	2.663500e-003	3.662655e-001	7.022581e-014
1.619211305343640e-006	3.662538e-001	2.662397e-003	3.666200e-001	7.026195e-014
1.619497390687679e-006	3.661616e-001	2.661306e-003	3.665277e-001	7.024864e-014
1.620069561375755e-006	3.653086e-001	2.659086e-003	3.656738e-001	7.014804e-014
1.620488973817310e-006	3.643653e-001	2.657431e-003	3.647296e-001	7.004031e-014
1.620891448306124e-006	3.633089e-001	2.655823e-003	3.636722e-001	6.992215e-014
1.621325864678945e-006	3.622073e-001	2.654068e-003	3.625694e-001	6.980086e-014
1.621773998356576e-006	3.612287e-001	2.652237e-003	3.615899e-001	6.969418e-014
1.622204799912346e-006	3.605040e-001	2.650460e-003	3.608645e-001	6.961512e-014
1.622603034559532e-006	3.600470e-001	2.648803e-003	3.604071e-001	6.956440e-014
1.622950813233431e-006	3.598165e-001	2.647346e-003	3.601763e-001	6.953747e-014
1.623566974392041e-006	3.597600e-001	2.644745e-003	3.601198e-001	6.952585e-014
1.624168265177562e-006	3.599767e-001	2.642184e-003	3.603367e-001	6.954269e-014
1.624573146981133e-006	3.601918e-001	2.640449e-003	3.605520e-001	6.956149e-014
1.624975047487553e-006	3.604376e-001	2.638719e-003	3.607980e-001	6.958399e-014
1.625409351578563e-006	3.606910e-001	2.636842e-003	3.610516e-001	6.960765e-014
1.625854721595971e-006	3.609120e-001	2.634910e-003	3.612729e-001	6.962855e-014
1.626281985609246e-006	3.610730e-001	2.633049e-003	3.614341e-001	6.964389e-014
1.626677311180104e-006	3.611727e-001	2.631323e-003	3.615339e-001	6.965341e-014
1.627685534907154e-006	3.612251e-001	2.626901e-003	3.615863e-001	6.965848e-014
1.628340940066397e-006	3.611622e-001	2.624014e-003	3.615234e-001	6.965281e-014
1.628828863398884e-006	3.610991e-001	2.621859e-003	3.614602e-001	6.964728e-014
1.629261492132483e-006	3.610390e-001	2.619945e-003	3.614000e-001	6.964230e-014
1.629692972731028e-006	3.609852e-001	2.618033e-003	3.613462e-001	6.963826e-014
1.630122763165583e-006	3.609423e-001	2.616125e-003	3.613032e-001	6.963561e-014
1.630917425811243e-006	3.608972e-001	2.612592e-003	3.612581e-001	6.963494e-014
1.632600441748514e-006	3.609132e-001	2.605084e-003	3.612742e-001	6.964811e-014
1.633570251054111e-006	3.609431e-001	2.600746e-003	3.613041e-001	6.965957e-014
1.634240456093720e-006	3.609547e-001	2.597742e-003	3.613157e-001	6.966744e-014
1.634910661133328e-006	3.609630e-001	2.594736e-003	3.613240e-001	6.967549e-014
1.635580866172937e-006	3.609679e-001	2.591726e-003	3.613289e-001	6.968373e-014
1.636251071212545e-006	3.609695e-001	2.588713e-003	3.613305e-001	6.969215e-014
1.636921276252154e-006	3.609678e-001	2.585697e-003	3.613288e-001	6.970076e-014
1.637591481291762e-006	3.609627e-001	2.582678e-003	3.613237e-001	6.970955e-014
1.638261686331371e-006	3.609543e-001	2.579655e-003	3.613153e-001	6.971852e-014
1.645898291463084e-006	3.609546e-001	2.544989e-003	3.613155e-001	6.987418e-014
1.653534896594797e-006	3.609547e-001	2.510018e-003	3.613157e-001	7.004865e-014
1.661171501726510e-006	3.609548e-001	2.474743e-003	3.613158e-001	7.024194e-014
1.668808106858223e-006	3.609549e-001	2.439163e-003	3.613159e-001	7.045404e-014
1.676444711989936e-006	3.609549e-001	2.403279e-003	3.613159e-001	7.068497e-014
1.684081317121649e-006	3.609549e-001	2.367091e-003	3.613158e-001	7.093471e-014
1.691717922253362e-006	3.609548e-001	2.330598e-003	3.613157e-001	7.120327e-014
1.755494361856224e-006	3.609548e-001	2.017661e-003	3.613158e-001	7.330732e-014
1.760000000000000e-006	3.609548e-001	1.994994e-003	3.613158e-001	7.345530e-014
1.760450563814378e-006	3.609548e-001	1.992723e-003	3.613158e-001	7.347015e-014
1.761351691443133e-006	3.609548e-001	1.988180e-003	3.613158e-001	7.349975e-014
1.770000000000000e-006	3.609548e-001	1.944430e-003	3.613158e-001	7.378301e-014
1.900000000000000e-006	3.609548e-001	1.255604e-003	3.613158e-001	7.792123e-014
1.904951787532911e-006	3.609548e-001	1.228231e-003	3.613158e-001	7.807444e-014
1.904998035407862e-006	3.609548e-001	1.227975e-003	3.613158e-001	7.807587e-014
1.905014175576491e-006	3.609548e-001	1.227885e-003	3.613158e-001	7.807637e-014
1.905035187719643e-006	3.609548e-001	1.227769e-003	3.613158e-001	7.807701e-014
1.905047044352863e-006	3.609548e-001	1.227704e-003	3.613158e-001	7.807738e-014
1.905058873039563e-006	3.609548e-001	1.227638e-003	3.613158e-001	7.807774e-014
