time	V(gate)	V(out)	V(rst)	I(V9)
4.004600000000000e-004	-4.703681e-001	-6.452170e-003	-4.708384e-001	2.588884e-014
4.004700000000000e-004	-4.703681e-001	-6.452045e-003	-4.708384e-001	2.588884e-014
4.006000000000000e-004	-4.703681e-001	-6.450421e-003	-4.708384e-001	2.588886e-014
4.006100000000000e-004	-4.703681e-001	-6.450296e-003	-4.708384e-001	2.588886e-014
4.007600000000000e-004	-4.703681e-001	-6.448423e-003	-4.708384e-001	2.588888e-014
4.007700000000000e-004	-4.703681e-001	-6.448298e-003	-4.708384e-001	2.588888e-014
4.008999999999999e-004	-4.703681e-001	-6.446674e-003	-4.708384e-001	2.588889e-014
4.009100000000000e-004	-4.703681e-001	-6.446549e-003	-4.708384e-001	2.588890e-014
4.010600000000000e-004	-4.703681e-001	-6.444676e-003	-4.708384e-001	2.588891e-014
4.010700000000000e-004	-4.703681e-001	-6.444552e-003	-4.708384e-001	2.588892e-014
4.011999999999999e-004	-4.703681e-001	-6.442929e-003	-4.708384e-001	2.588893e-014
4.012100000000000e-004	-4.703681e-001	-6.442804e-003	-4.708384e-001	2.588893e-014
4.013600000000000e-004	-4.703681e-001	-6.440931e-003	-4.708384e-001	2.588895e-014
4.013700000000000e-004	-4.703681e-001	-6.440807e-003	-4.708384e-001	2.588895e-014
4.015000000000000e-004	-4.703681e-001	-6.439184e-003	-4.708384e-001	2.588897e-014
4.015100000000000e-004	-4.703681e-001	-6.439060e-003	-4.708384e-001	2.588897e-014
4.016600000000000e-004	-4.703681e-001	-6.437188e-003	-4.708384e-001	2.588899e-014
4.016700000000000e-004	-4.703681e-001	-6.437063e-003	-4.708384e-001	2.588899e-014
4.018000000000000e-004	-4.703681e-001	-6.435442e-003	-4.708384e-001	2.588901e-014
4.018100000000000e-004	-4.703681e-001	-6.435317e-003	-4.708384e-001	2.588901e-014
4.019600000000000e-004	-4.703681e-001	-6.433446e-003	-4.708384e-001	2.588903e-014
4.019700000000000e-004	-4.703681e-001	-6.433321e-003	-4.708384e-001	2.588903e-014
4.021000000000000e-004	-4.703681e-001	-6.431700e-003	-4.708384e-001	2.588905e-014
4.021100000000000e-004	-4.703681e-001	-6.431575e-003	-4.708384e-001	2.588905e-014
4.022600000000000e-004	-4.703681e-001	-6.429705e-003	-4.708384e-001	2.588906e-014
4.022700000000000e-004	-4.703681e-001	-6.429581e-003	-4.708384e-001	2.588907e-014
4.024000000000000e-004	-4.703681e-001	-6.427960e-003	-4.708384e-001	2.588908e-014
4.024100000000000e-004	-4.703681e-001	-6.427835e-003	-4.708384e-001	2.588908e-014
4.025600000000000e-004	-4.703681e-001	-6.425966e-003	-4.708384e-001	2.588910e-014
4.025700000000000e-004	-4.703681e-001	-6.425841e-003	-4.708384e-001	2.588910e-014
4.027000000000000e-004	-4.703681e-001	-6.424221e-003	-4.708384e-001	2.588912e-014
4.027100000000000e-004	-4.703681e-001	-6.424096e-003	-4.708384e-001	2.588912e-014
4.028600000000000e-004	-4.703681e-001	-6.422227e-003	-4.708384e-001	2.588914e-014
4.028700000000000e-004	-4.703681e-001	-6.422103e-003	-4.708384e-001	2.588914e-014
4.029887999999999e-004	-4.703681e-001	-6.420623e-003	-4.708384e-001	2.588916e-014
4.030000000000000e-004	-4.703681e-001	-6.420483e-003	-4.708384e-001	2.588916e-014
4.030100000000000e-004	-4.703681e-001	-6.420359e-003	-4.708384e-001	2.588916e-014
4.031600000000000e-004	-4.703681e-001	-6.418490e-003	-4.708384e-001	2.588918e-014
4.031700000000000e-004	-4.703681e-001	-6.418366e-003	-4.708384e-001	2.588918e-014
4.032999999999999e-004	-4.703681e-001	-6.416747e-003	-4.708384e-001	2.588919e-014
4.033100000000000e-004	-4.703681e-001	-6.416623e-003	-4.708384e-001	2.588920e-014
4.034600000000000e-004	-4.703681e-001	-6.414755e-003	-4.708384e-001	2.588921e-014
4.034700000000000e-004	-4.703681e-001	-6.414630e-003	-4.708384e-001	2.588921e-014
4.035999999999999e-004	-4.703681e-001	-6.413012e-003	-4.708384e-001	2.588923e-014
4.036100000000000e-004	-4.703681e-001	-6.412887e-003	-4.708384e-001	2.588923e-014
4.037600000000000e-004	-4.703681e-001	-6.411021e-003	-4.708384e-001	2.588925e-014
4.037700000000000e-004	-4.703681e-001	-6.410896e-003	-4.708384e-001	2.588925e-014
4.039000000000000e-004	-4.703681e-001	-6.409278e-003	-4.708384e-001	2.588927e-014
4.039100000000000e-004	-4.703681e-001	-6.409154e-003	-4.708384e-001	2.588927e-014
4.040600000000000e-004	-4.703681e-001	-6.407287e-003	-4.708384e-001	2.588929e-014
4.040700000000000e-004	-4.703681e-001	-6.407163e-003	-4.708384e-001	2.588929e-014
4.042000000000000e-004	-4.703681e-001	-6.405546e-003	-4.708384e-001	2.588931e-014
4.042100000000000e-004	-4.703681e-001	-6.405422e-003	-4.708384e-001	2.588931e-014
4.043600000000000e-004	-4.703681e-001	-6.403556e-003	-4.708384e-001	2.588933e-014
4.043700000000000e-004	-4.703681e-001	-6.403431e-003	-4.708384e-001	2.588933e-014
4.045000000000000e-004	-4.703681e-001	-6.401815e-003	-4.708384e-001	2.588934e-014
4.045100000000000e-004	-4.703681e-001	-6.401691e-003	-4.708384e-001	2.588935e-014
4.046600000000000e-004	-4.703681e-001	-6.399825e-003	-4.708384e-001	2.588936e-014
4.046700000000000e-004	-4.703681e-001	-6.399701e-003	-4.708384e-001	2.588937e-014
4.048000000000000e-004	-4.703681e-001	-6.398085e-003	-4.708384e-001	2.588938e-014
4.048100000000000e-004	-4.703681e-001	-6.397961e-003	-4.708384e-001	2.588938e-014
4.049600000000000e-004	-4.703681e-001	-6.396096e-003	-4.708384e-001	2.588940e-014
4.049700000000000e-004	-4.703681e-001	-6.395972e-003	-4.708384e-001	2.588940e-014
4.051000000000000e-004	-4.703681e-001	-6.394356e-003	-4.708384e-001	2.588942e-014
4.051100000000000e-004	-4.703681e-001	-6.394232e-003	-4.708384e-001	2.588942e-014
4.052600000000000e-004	-4.703681e-001	-6.392369e-003	-4.708384e-001	2.588944e-014
4.052700000000000e-004	-4.703681e-001	-6.392244e-003	-4.708384e-001	2.588944e-014
4.053999999999999e-004	-4.703681e-001	-6.390629e-003	-4.708384e-001	2.588946e-014
4.054100000000000e-004	-4.703681e-001	-6.390505e-003	-4.708384e-001	2.588946e-014
4.055600000000000e-004	-4.703681e-001	-6.388642e-003	-4.708384e-001	2.588948e-014
4.055700000000000e-004	-4.703681e-001	-6.388518e-003	-4.708384e-001	2.588948e-014
4.056999999999999e-004	-4.703681e-001	-6.386904e-003	-4.708384e-001	2.588949e-014
4.057100000000000e-004	-4.703681e-001	-6.386779e-003	-4.708384e-001	2.588949e-014
4.058600000000000e-004	-4.703681e-001	-6.384917e-003	-4.708384e-001	2.588951e-014
4.058700000000000e-004	-4.703681e-001	-6.384793e-003	-4.708384e-001	2.588951e-014
4.060000000000000e-004	-4.703681e-001	-6.383179e-003	-4.708384e-001	2.588953e-014
4.060100000000000e-004	-4.703681e-001	-6.383055e-003	-4.708384e-001	2.588953e-014
4.061600000000000e-004	-4.703681e-001	-6.381193e-003	-4.708384e-001	2.588955e-014
4.061700000000000e-004	-4.703681e-001	-6.381069e-003	-4.708384e-001	2.588955e-014
4.063000000000000e-004	-4.703681e-001	-6.379456e-003	-4.708384e-001	2.588957e-014
4.063100000000000e-004	-4.703681e-001	-6.379332e-003	-4.708384e-001	2.588957e-014
4.064600000000000e-004	-4.703681e-001	-6.377471e-003	-4.708384e-001	2.588959e-014
4.064700000000000e-004	-4.703681e-001	-6.377346e-003	-4.708384e-001	2.588959e-014
4.066000000000000e-004	-4.703681e-001	-6.375734e-003	-4.708384e-001	2.588960e-014
4.066100000000000e-004	-4.703681e-001	-6.375610e-003	-4.708384e-001	2.588961e-014
4.067600000000000e-004	-4.703681e-001	-6.373750e-003	-4.708384e-001	2.588962e-014
4.067700000000000e-004	-4.703681e-001	-6.373625e-003	-4.708384e-001	2.588963e-014
4.069000000000000e-004	-4.703681e-001	-6.372013e-003	-4.708384e-001	2.588964e-014
4.069100000000000e-004	-4.703681e-001	-6.371889e-003	-4.708384e-001	2.588964e-014
4.070600000000000e-004	-4.703681e-001	-6.370029e-003	-4.708384e-001	2.588966e-014
4.070700000000000e-004	-4.703681e-001	-6.369906e-003	-4.708384e-001	2.588966e-014
4.072000000000000e-004	-4.703681e-001	-6.368294e-003	-4.708384e-001	2.588968e-014
4.072100000000000e-004	-4.703681e-001	-6.368170e-003	-4.708384e-001	2.588968e-014
4.073600000000000e-004	-4.703681e-001	-6.366311e-003	-4.708384e-001	2.588970e-014
4.073700000000000e-004	-4.703681e-001	-6.366187e-003	-4.708384e-001	2.588970e-014
4.075000000000000e-004	-4.703681e-001	-6.364576e-003	-4.708384e-001	2.588972e-014
4.075100000000000e-004	-4.703681e-001	-6.364452e-003	-4.708384e-001	2.588972e-014
4.076600000000000e-004	-4.703681e-001	-6.362593e-003	-4.708384e-001	2.588974e-014
4.076700000000000e-004	-4.703681e-001	-6.362469e-003	-4.708384e-001	2.588974e-014
4.077999999999999e-004	-4.703681e-001	-6.360859e-003	-4.708384e-001	2.588975e-014
4.078100000000000e-004	-4.703681e-001	-6.360735e-003	-4.708384e-001	2.588976e-014
4.079600000000000e-004	-4.703681e-001	-6.358877e-003	-4.708384e-001	2.588977e-014
4.079700000000000e-004	-4.703681e-001	-6.358753e-003	-4.708384e-001	2.588977e-014
4.081000000000000e-004	-4.703681e-001	-6.357144e-003	-4.708384e-001	2.588979e-014
4.081100000000000e-004	-4.703681e-001	-6.357020e-003	-4.708384e-001	2.588979e-014
4.082600000000000e-004	-4.703681e-001	-6.355163e-003	-4.708384e-001	2.588981e-014
4.082700000000000e-004	-4.703681e-001	-6.355039e-003	-4.708384e-001	2.588981e-014
4.084000000000000e-004	-4.703681e-001	-6.353430e-003	-4.708384e-001	2.588983e-014
4.084100000000000e-004	-4.703681e-001	-6.353306e-003	-4.708384e-001	2.588983e-014
4.085600000000000e-004	-4.703681e-001	-6.351450e-003	-4.708384e-001	2.588985e-014
4.085700000000000e-004	-4.703681e-001	-6.351326e-003	-4.708384e-001	2.588985e-014
4.087000000000000e-004	-4.703681e-001	-6.349717e-003	-4.708384e-001	2.588987e-014
4.087100000000000e-004	-4.703681e-001	-6.349593e-003	-4.708384e-001	2.588987e-014
4.088600000000000e-004	-4.703681e-001	-6.347737e-003	-4.708384e-001	2.588988e-014
4.088700000000000e-004	-4.703681e-001	-6.347613e-003	-4.708384e-001	2.588989e-014
4.090000000000000e-004	-4.703681e-001	-6.346005e-003	-4.708384e-001	2.588990e-014
4.090100000000000e-004	-4.703681e-001	-6.345882e-003	-4.708384e-001	2.588990e-014
4.091600000000000e-004	-4.703681e-001	-6.344026e-003	-4.708384e-001	2.588992e-014
4.091700000000000e-004	-4.703681e-001	-6.343903e-003	-4.708384e-001	2.588992e-014
4.093000000000000e-004	-4.703681e-001	-6.342295e-003	-4.708384e-001	2.588994e-014
4.093100000000000e-004	-4.703681e-001	-6.342172e-003	-4.708384e-001	2.588994e-014
4.094600000000000e-004	-4.703681e-001	-6.340317e-003	-4.708384e-001	2.588996e-014
4.094700000000000e-004	-4.703681e-001	-6.340193e-003	-4.708384e-001	2.588996e-014
4.096000000000000e-004	-4.703681e-001	-6.338586e-003	-4.708384e-001	2.588998e-014
4.096100000000000e-004	-4.703681e-001	-6.338463e-003	-4.708384e-001	2.588998e-014
4.097600000000000e-004	-4.703681e-001	-6.336608e-003	-4.708384e-001	2.589000e-014
4.097700000000000e-004	-4.703681e-001	-6.336485e-003	-4.708384e-001	2.589000e-014
4.098999999999999e-004	-4.703681e-001	-6.334879e-003	-4.708384e-001	2.589001e-014
4.099100000000000e-004	-4.703681e-001	-6.334755e-003	-4.708384e-001	2.589001e-014
4.100600000000000e-004	-4.703681e-001	-6.332902e-003	-4.708384e-001	2.589003e-014
4.100700000000000e-004	-4.703681e-001	-6.332778e-003	-4.708384e-001	2.589003e-014
4.101999999999999e-004	-4.703681e-001	-6.331172e-003	-4.708384e-001	2.589005e-014
4.102100000000000e-004	-4.703681e-001	-6.331049e-003	-4.708384e-001	2.589005e-014
4.103600000000000e-004	-4.703681e-001	-6.329196e-003	-4.708384e-001	2.589007e-014
4.103700000000000e-004	-4.703681e-001	-6.329073e-003	-4.708384e-001	2.589007e-014
4.105000000000000e-004	-4.703681e-001	-6.327468e-003	-4.708384e-001	2.589009e-014
4.105100000000000e-004	-4.703681e-001	-6.327344e-003	-4.708384e-001	2.589009e-014
4.106600000000000e-004	-4.703681e-001	-6.325492e-003	-4.708384e-001	2.589011e-014
4.106700000000000e-004	-4.703681e-001	-6.325368e-003	-4.708384e-001	2.589011e-014
4.108000000000000e-004	-4.703681e-001	-6.323764e-003	-4.708384e-001	2.589012e-014
4.108100000000000e-004	-4.703681e-001	-6.323640e-003	-4.708384e-001	2.589013e-014
4.109600000000000e-004	-4.703681e-001	-6.321789e-003	-4.708384e-001	2.589014e-014
4.109700000000000e-004	-4.703681e-001	-6.321665e-003	-4.708384e-001	2.589014e-014
4.111000000000000e-004	-4.703681e-001	-6.320061e-003	-4.708384e-001	2.589016e-014
4.111100000000000e-004	-4.703681e-001	-6.319938e-003	-4.708384e-001	2.589016e-014
4.111104000000000e-004	-4.703681e-001	-6.319933e-003	-4.708384e-001	2.589016e-014
4.112600000000000e-004	-4.703681e-001	-6.318087e-003	-4.708384e-001	2.589018e-014
4.112700000000000e-004	-4.703681e-001	-6.317964e-003	-4.708384e-001	2.589018e-014
4.114000000000000e-004	-4.703681e-001	-6.316360e-003	-4.708384e-001	2.589020e-014
4.114100000000000e-004	-4.703681e-001	-6.316237e-003	-4.708384e-001	2.589020e-014
4.115600000000000e-004	-4.703681e-001	-6.314387e-003	-4.708384e-001	2.589022e-014
4.115700000000000e-004	-4.703681e-001	-6.314263e-003	-4.708384e-001	2.589022e-014
4.117000000000000e-004	-4.703681e-001	-6.312660e-003	-4.708384e-001	2.589024e-014
4.117100000000000e-004	-4.703681e-001	-6.312537e-003	-4.708384e-001	2.589024e-014
4.118600000000000e-004	-4.703681e-001	-6.310687e-003	-4.708384e-001	2.589025e-014
4.118700000000000e-004	-4.703681e-001	-6.310564e-003	-4.708384e-001	2.589026e-014
4.120000000000000e-004	-4.703681e-001	-6.308962e-003	-4.708384e-001	2.589027e-014
4.120100000000000e-004	-4.703681e-001	-6.308838e-003	-4.708384e-001	2.589027e-014
4.121600000000000e-004	-4.703681e-001	-6.306990e-003	-4.708384e-001	2.589029e-014
4.121700000000000e-004	-4.703681e-001	-6.306867e-003	-4.708384e-001	2.589029e-014
4.122999999999999e-004	-4.703681e-001	-6.305264e-003	-4.708384e-001	2.589031e-014
4.123100000000000e-004	-4.703681e-001	-6.305141e-003	-4.708384e-001	2.589031e-014
4.124600000000000e-004	-4.703681e-001	-6.303293e-003	-4.708384e-001	2.589033e-014
4.124700000000000e-004	-4.703681e-001	-6.303170e-003	-4.708384e-001	2.589033e-014
4.126000000000000e-004	-4.703681e-001	-6.301568e-003	-4.708384e-001	2.589035e-014
4.126100000000000e-004	-4.703681e-001	-6.301445e-003	-4.708384e-001	2.589035e-014
4.127600000000000e-004	-4.703681e-001	-6.299598e-003	-4.708384e-001	2.589037e-014
4.127700000000000e-004	-4.703681e-001	-6.299475e-003	-4.708384e-001	2.589037e-014
4.129000000000000e-004	-4.703681e-001	-6.297874e-003	-4.708384e-001	2.589038e-014
4.129100000000000e-004	-4.703681e-001	-6.297751e-003	-4.708384e-001	2.589039e-014
4.130600000000000e-004	-4.703681e-001	-6.295904e-003	-4.708384e-001	2.589040e-014
4.130700000000000e-004	-4.703681e-001	-6.295781e-003	-4.708384e-001	2.589040e-014
4.132000000000000e-004	-4.703681e-001	-6.294181e-003	-4.708384e-001	2.589042e-014
4.132100000000000e-004	-4.703681e-001	-6.294058e-003	-4.708384e-001	2.589042e-014
4.133600000000000e-004	-4.703681e-001	-6.292211e-003	-4.708384e-001	2.589044e-014
4.133700000000000e-004	-4.703681e-001	-6.292088e-003	-4.708384e-001	2.589044e-014
4.135000000000000e-004	-4.703681e-001	-6.290488e-003	-4.708384e-001	2.589046e-014
4.135100000000000e-004	-4.703681e-001	-6.290365e-003	-4.708384e-001	2.589046e-014
4.136600000000000e-004	-4.703681e-001	-6.288520e-003	-4.708384e-001	2.589048e-014
4.136700000000000e-004	-4.703681e-001	-6.288397e-003	-4.708384e-001	2.589048e-014
4.138000000000000e-004	-4.703681e-001	-6.286798e-003	-4.708384e-001	2.589049e-014
4.138100000000000e-004	-4.703681e-001	-6.286675e-003	-4.708384e-001	2.589050e-014
4.139600000000000e-004	-4.703681e-001	-6.284830e-003	-4.708384e-001	2.589051e-014
4.139700000000000e-004	-4.703681e-001	-6.284707e-003	-4.708384e-001	2.589052e-014
4.141000000000000e-004	-4.703681e-001	-6.283108e-003	-4.708384e-001	2.589053e-014
4.141100000000000e-004	-4.703681e-001	-6.282985e-003	-4.708384e-001	2.589053e-014
4.142600000000000e-004	-4.703681e-001	-6.281141e-003	-4.708384e-001	2.589055e-014
4.142700000000000e-004	-4.703681e-001	-6.281018e-003	-4.708384e-001	2.589055e-014
4.143999999999999e-004	-4.703681e-001	-6.279420e-003	-4.708384e-001	2.589057e-014
4.144100000000000e-004	-4.703681e-001	-6.279297e-003	-4.708384e-001	2.589057e-014
4.145600000000000e-004	-4.703681e-001	-6.277454e-003	-4.708384e-001	2.589059e-014
4.145700000000000e-004	-4.703681e-001	-6.277331e-003	-4.708384e-001	2.589059e-014
4.146999999999999e-004	-4.703681e-001	-6.275733e-003	-4.708384e-001	2.589061e-014
4.147100000000000e-004	-4.703681e-001	-6.275611e-003	-4.708384e-001	2.589061e-014
4.148600000000000e-004	-4.703681e-001	-6.273767e-003	-4.708384e-001	2.589062e-014
4.148700000000000e-004	-4.703681e-001	-6.273645e-003	-4.708384e-001	2.589063e-014
4.150000000000000e-004	-4.703681e-001	-6.272048e-003	-4.708384e-001	2.589064e-014
4.150100000000000e-004	-4.703681e-001	-6.271925e-003	-4.708384e-001	2.589064e-014
4.151600000000000e-004	-4.703681e-001	-6.270083e-003	-4.708384e-001	2.589066e-014
4.151700000000000e-004	-4.703681e-001	-6.269960e-003	-4.708384e-001	2.589066e-014
4.153000000000000e-004	-4.703681e-001	-6.268363e-003	-4.708384e-001	2.589068e-014
4.153100000000000e-004	-4.703681e-001	-6.268241e-003	-4.708384e-001	2.589068e-014
4.154600000000000e-004	-4.703681e-001	-6.266399e-003	-4.708384e-001	2.589070e-014
4.154700000000000e-004	-4.703681e-001	-6.266276e-003	-4.708384e-001	2.589070e-014
4.156000000000000e-004	-4.703681e-001	-6.264681e-003	-4.708384e-001	2.589072e-014
4.156100000000000e-004	-4.703681e-001	-6.264558e-003	-4.708384e-001	2.589072e-014
4.157600000000000e-004	-4.703681e-001	-6.262717e-003	-4.708384e-001	2.589074e-014
4.157700000000000e-004	-4.703681e-001	-6.262594e-003	-4.708384e-001	2.589074e-014
4.159000000000000e-004	-4.703681e-001	-6.260999e-003	-4.708384e-001	2.589075e-014
4.159100000000000e-004	-4.703681e-001	-6.260876e-003	-4.708384e-001	2.589075e-014
4.160600000000000e-004	-4.703681e-001	-6.259036e-003	-4.708384e-001	2.589077e-014
4.160700000000000e-004	-4.703681e-001	-6.258913e-003	-4.708384e-001	2.589077e-014
4.162000000000000e-004	-4.703681e-001	-6.257318e-003	-4.708384e-001	2.589079e-014
4.162100000000000e-004	-4.703681e-001	-6.257195e-003	-4.708384e-001	2.589079e-014
4.163600000000000e-004	-4.703681e-001	-6.255356e-003	-4.708384e-001	2.589081e-014
4.163700000000000e-004	-4.703681e-001	-6.255233e-003	-4.708384e-001	2.589081e-014
4.164999999999999e-004	-4.703681e-001	-6.253639e-003	-4.708384e-001	2.589083e-014
4.165100000000000e-004	-4.703681e-001	-6.253517e-003	-4.708384e-001	2.589083e-014
4.166600000000000e-004	-4.703681e-001	-6.251677e-003	-4.708384e-001	2.589085e-014
4.166700000000000e-004	-4.703681e-001	-6.251555e-003	-4.708384e-001	2.589085e-014
4.167999999999999e-004	-4.703681e-001	-6.249961e-003	-4.708384e-001	2.589086e-014
4.168100000000000e-004	-4.703681e-001	-6.249839e-003	-4.708384e-001	2.589086e-014
4.169600000000000e-004	-4.703681e-001	-6.248001e-003	-4.708384e-001	2.589088e-014
4.169700000000000e-004	-4.703681e-001	-6.247878e-003	-4.708384e-001	2.589088e-014
4.171000000000000e-004	-4.703681e-001	-6.246285e-003	-4.708384e-001	2.589090e-014
4.171100000000000e-004	-4.703681e-001	-6.246162e-003	-4.708384e-001	2.589090e-014
4.172600000000000e-004	-4.703681e-001	-6.244325e-003	-4.708384e-001	2.589092e-014
4.172700000000000e-004	-4.703681e-001	-6.244202e-003	-4.708384e-001	2.589092e-014
4.174000000000000e-004	-4.703681e-001	-6.242610e-003	-4.708384e-001	2.589094e-014
4.174100000000000e-004	-4.703681e-001	-6.242487e-003	-4.708384e-001	2.589094e-014
4.175600000000000e-004	-4.703681e-001	-6.240650e-003	-4.708384e-001	2.589096e-014
4.175700000000000e-004	-4.703681e-001	-6.240528e-003	-4.708384e-001	2.589096e-014
4.177000000000000e-004	-4.703681e-001	-6.238936e-003	-4.708384e-001	2.589097e-014
4.177100000000000e-004	-4.703681e-001	-6.238813e-003	-4.708384e-001	2.589097e-014
4.178600000000000e-004	-4.703681e-001	-6.236976e-003	-4.708384e-001	2.589099e-014
4.178700000000000e-004	-4.703681e-001	-6.236854e-003	-4.708384e-001	2.589099e-014
4.180000000000000e-004	-4.703681e-001	-6.235263e-003	-4.708384e-001	2.589101e-014
4.180100000000000e-004	-4.703681e-001	-6.235140e-003	-4.708384e-001	2.589101e-014
4.181600000000000e-004	-4.703681e-001	-6.233305e-003	-4.708384e-001	2.589103e-014
4.181700000000000e-004	-4.703681e-001	-6.233182e-003	-4.708384e-001	2.589103e-014
4.183000000000000e-004	-4.703681e-001	-6.231592e-003	-4.708384e-001	2.589105e-014
4.183100000000000e-004	-4.703681e-001	-6.231469e-003	-4.708384e-001	2.589105e-014
4.184600000000000e-004	-4.703681e-001	-6.229634e-003	-4.708384e-001	2.589107e-014
4.184700000000000e-004	-4.703681e-001	-6.229511e-003	-4.708384e-001	2.589107e-014
4.186000000000000e-004	-4.703681e-001	-6.227921e-003	-4.708384e-001	2.589108e-014
4.186100000000000e-004	-4.703681e-001	-6.227799e-003	-4.708384e-001	2.589108e-014
4.187600000000000e-004	-4.703681e-001	-6.225965e-003	-4.708384e-001	2.589110e-014
4.187700000000000e-004	-4.703681e-001	-6.225842e-003	-4.708384e-001	2.589110e-014
4.188999999999999e-004	-4.703681e-001	-6.224253e-003	-4.708384e-001	2.589112e-014
4.189100000000000e-004	-4.703681e-001	-6.224130e-003	-4.708384e-001	2.589112e-014
4.190600000000000e-004	-4.703681e-001	-6.222297e-003	-4.708384e-001	2.589114e-014
4.190700000000000e-004	-4.703681e-001	-6.222174e-003	-4.708384e-001	2.589114e-014
4.191999999999999e-004	-4.703681e-001	-6.220585e-003	-4.708384e-001	2.589116e-014
4.192100000000000e-004	-4.703681e-001	-6.220463e-003	-4.708384e-001	2.589116e-014
4.193600000000000e-004	-4.703681e-001	-6.218629e-003	-4.708384e-001	2.589118e-014
4.193700000000000e-004	-4.703681e-001	-6.218507e-003	-4.708384e-001	2.589118e-014
4.195000000000000e-004	-4.703681e-001	-6.216919e-003	-4.708384e-001	2.589119e-014
4.195100000000000e-004	-4.703681e-001	-6.216797e-003	-4.708384e-001	2.589120e-014
4.196600000000000e-004	-4.703681e-001	-6.214964e-003	-4.708384e-001	2.589121e-014
4.196700000000000e-004	-4.703681e-001	-6.214842e-003	-4.708384e-001	2.589121e-014
4.198000000000000e-004	-4.703681e-001	-6.213254e-003	-4.708384e-001	2.589123e-014
4.198100000000000e-004	-4.703681e-001	-6.213132e-003	-4.708384e-001	2.589123e-014
4.199600000000000e-004	-4.703681e-001	-6.211299e-003	-4.708384e-001	2.589125e-014
4.199700000000000e-004	-4.703681e-001	-6.211177e-003	-4.708384e-001	2.589125e-014
4.201000000000000e-004	-4.703681e-001	-6.209590e-003	-4.708384e-001	2.589127e-014
4.201100000000000e-004	-4.703681e-001	-6.209468e-003	-4.708384e-001	2.589127e-014
4.202600000000000e-004	-4.703681e-001	-6.207637e-003	-4.708384e-001	2.589129e-014
4.202700000000000e-004	-4.703681e-001	-6.207515e-003	-4.708384e-001	2.589129e-014
4.204000000000000e-004	-4.703681e-001	-6.205928e-003	-4.708384e-001	2.589130e-014
4.204100000000000e-004	-4.703681e-001	-6.205806e-003	-4.708384e-001	2.589131e-014
4.205600000000000e-004	-4.703681e-001	-6.203975e-003	-4.708384e-001	2.589132e-014
4.205700000000000e-004	-4.703681e-001	-6.203853e-003	-4.708384e-001	2.589132e-014
4.207000000000000e-004	-4.703681e-001	-6.202267e-003	-4.708384e-001	2.589134e-014
4.207100000000000e-004	-4.703681e-001	-6.202145e-003	-4.708384e-001	2.589134e-014
4.208600000000000e-004	-4.703681e-001	-6.200314e-003	-4.708384e-001	2.589136e-014
4.208700000000000e-004	-4.703681e-001	-6.200192e-003	-4.708384e-001	2.589136e-014
4.209999999999999e-004	-4.703681e-001	-6.198607e-003	-4.708384e-001	2.589138e-014
4.210100000000000e-004	-4.703681e-001	-6.198485e-003	-4.708384e-001	2.589138e-014
4.211600000000000e-004	-4.703681e-001	-6.196655e-003	-4.708384e-001	2.589140e-014
4.211700000000000e-004	-4.703681e-001	-6.196533e-003	-4.708384e-001	2.589140e-014
4.212999999999999e-004	-4.703681e-001	-6.194948e-003	-4.708384e-001	2.589141e-014
4.213100000000000e-004	-4.703681e-001	-6.194826e-003	-4.708384e-001	2.589141e-014
4.214600000000000e-004	-4.703681e-001	-6.192998e-003	-4.708384e-001	2.589143e-014
4.214700000000000e-004	-4.703681e-001	-6.192876e-003	-4.708384e-001	2.589143e-014
4.216000000000000e-004	-4.703681e-001	-6.191291e-003	-4.708384e-001	2.589145e-014
4.216100000000000e-004	-4.703681e-001	-6.191169e-003	-4.708384e-001	2.589145e-014
4.217600000000000e-004	-4.703681e-001	-6.189341e-003	-4.708384e-001	2.589147e-014
4.217700000000000e-004	-4.703681e-001	-6.189219e-003	-4.708384e-001	2.589147e-014
4.219000000000000e-004	-4.703681e-001	-6.187635e-003	-4.708384e-001	2.589149e-014
4.219100000000000e-004	-4.703681e-001	-6.187513e-003	-4.708384e-001	2.589149e-014
4.220600000000000e-004	-4.703681e-001	-6.185686e-003	-4.708384e-001	2.589151e-014
4.220700000000000e-004	-4.703681e-001	-6.185564e-003	-4.708384e-001	2.589151e-014
4.222000000000000e-004	-4.703681e-001	-6.183980e-003	-4.708384e-001	2.589152e-014
4.222100000000000e-004	-4.703681e-001	-6.183858e-003	-4.708384e-001	2.589152e-014
4.223600000000000e-004	-4.703681e-001	-6.182032e-003	-4.708384e-001	2.589154e-014
4.223700000000000e-004	-4.703681e-001	-6.181910e-003	-4.708384e-001	2.589154e-014
4.225000000000000e-004	-4.703681e-001	-6.180327e-003	-4.708384e-001	2.589156e-014
4.225100000000000e-004	-4.703681e-001	-6.180205e-003	-4.708384e-001	2.589156e-014
4.226600000000000e-004	-4.703681e-001	-6.178379e-003	-4.708384e-001	2.589158e-014
4.226700000000000e-004	-4.703681e-001	-6.178257e-003	-4.708384e-001	2.589158e-014
4.228000000000000e-004	-4.703681e-001	-6.176675e-003	-4.708384e-001	2.589160e-014
4.228100000000000e-004	-4.703681e-001	-6.176553e-003	-4.708384e-001	2.589160e-014
4.229600000000000e-004	-4.703681e-001	-6.174727e-003	-4.708384e-001	2.589162e-014
