time	V(com_o)	V(out)	V(qin)	V(rst)	V(vin)
0.000000000000000e+00	3.444605e-05	-1.393473e-02	1.583653e-17	-4.708384e-01	0.000000e+00
6.000000000007735e-08	3.444608e-05	-1.393370e-02	1.583936e-17	-4.708384e-01	0.000000e+00
7.000000000012638e-08	3.444608e-05	-1.393353e-02	1.583985e-17	-4.708384e-01	0.000000e+00
2.000000000000049e-07	3.444615e-05	-1.393132e-02	1.584386e-17	-4.708384e-01	0.000000e+00
2.100000000000539e-07	3.444616e-05	-1.393115e-02	1.584420e-17	-4.708384e-01	0.000000e+00
2.314285714286375e-07	3.444617e-05	-1.393079e-02	1.584453e-17	-4.708384e-01	0.000000e+00
2.528571428572210e-07	3.444618e-05	-1.393042e-02	1.584497e-17	-4.708384e-01	0.000000e+00
2.742857142858046e-07	3.444619e-05	-1.393006e-02	1.584552e-17	-4.708384e-01	0.000000e+00
2.957142857143882e-07	3.444620e-05	-1.392969e-02	1.584617e-17	-4.708384e-01	0.000000e+00
3.171428571429718e-07	3.444621e-05	-1.392933e-02	1.584694e-17	-4.708384e-01	0.000000e+00
3.385714285715553e-07	3.444622e-05	-1.392896e-02	1.584781e-17	-4.708384e-01	0.000000e+00
3.600000000001389e-07	3.444623e-05	-1.392860e-02	1.584880e-17	-4.708384e-01	0.000000e+00
3.700000000001879e-07	3.444624e-05	-1.392843e-02	1.584921e-17	-4.708384e-01	0.000000e+00
3.885714285715991e-07	3.444625e-05	-1.392811e-02	1.584965e-17	-4.708384e-01	0.000000e+00
4.071428571430103e-07	3.444626e-05	-1.392780e-02	1.585012e-17	-4.708384e-01	0.000000e+00
4.257142857144215e-07	3.444627e-05	-1.392748e-02	1.585062e-17	-4.708384e-01	0.000000e+00
4.442857142858327e-07	3.444628e-05	-1.392717e-02	1.585117e-17	-4.708384e-01	0.000000e+00
4.628571428572439e-07	3.444629e-05	-1.392685e-02	1.585175e-17	-4.708384e-01	0.000000e+00
4.814285714286552e-07	3.444630e-05	-1.392653e-02	1.585236e-17	-4.708384e-01	0.000000e+00
5.000000000000664e-07	3.444630e-05	-1.392622e-02	1.585301e-17	-4.708384e-01	0.000000e+00
5.100000000001154e-07	3.444631e-05	-1.392605e-02	1.585351e-17	-4.708384e-01	0.000000e+00
5.314285714286835e-07	3.444632e-05	-1.392568e-02	1.585384e-17	-4.708384e-01	0.000000e+00
5.528571428572516e-07	3.444633e-05	-1.392532e-02	1.585427e-17	-4.708384e-01	0.000000e+00
5.742857142858196e-07	3.444634e-05	-1.392496e-02	1.585481e-17	-4.708384e-01	0.000000e+00
5.957142857143877e-07	3.444635e-05	-1.392459e-02	1.585545e-17	-4.708384e-01	0.000000e+00
6.171428571429558e-07	3.444637e-05	-1.392423e-02	1.585619e-17	-4.708384e-01	0.000000e+00
6.385714285715239e-07	3.444638e-05	-1.392386e-02	1.585703e-17	-4.708384e-01	0.000000e+00
6.600000000000919e-07	3.444639e-05	-1.392350e-02	1.585798e-17	-4.708384e-01	0.000000e+00
6.700000000001410e-07	3.444639e-05	-1.392333e-02	1.585848e-17	-4.708384e-01	0.000000e+00
6.885714285715522e-07	3.444640e-05	-1.392301e-02	1.585882e-17	-4.708384e-01	0.000000e+00
7.071428571429634e-07	3.444641e-05	-1.392269e-02	1.585923e-17	-4.708384e-01	0.000000e+00
7.257142857143746e-07	3.444642e-05	-1.392238e-02	1.585973e-17	-4.708384e-01	0.000000e+00
7.442857142857858e-07	3.444643e-05	-1.392206e-02	1.586030e-17	-4.708384e-01	0.000000e+00
7.628571428571970e-07	3.444644e-05	-1.392175e-02	1.586095e-17	-4.708384e-01	0.000000e+00
7.814285714286082e-07	3.444645e-05	-1.392143e-02	1.586168e-17	-4.708384e-01	0.000000e+00
8.000000000000194e-07	3.444646e-05	-1.392112e-02	1.586249e-17	-4.708384e-01	0.000000e+00
8.100000000000685e-07	3.444646e-05	-1.392095e-02	1.586283e-17	-4.708384e-01	0.000000e+00
8.314285714286520e-07	3.444648e-05	-1.392058e-02	1.586316e-17	-4.708384e-01	0.000000e+00
8.528571428572357e-07	3.444649e-05	-1.392022e-02	1.586359e-17	-4.708384e-01	0.000000e+00
8.742857142858192e-07	3.444650e-05	-1.391985e-02	1.586414e-17	-4.708384e-01	0.000000e+00
8.957142857144027e-07	3.444651e-05	-1.391949e-02	1.586480e-17	-4.708384e-01	0.000000e+00
9.171428571429864e-07	3.444652e-05	-1.391912e-02	1.586556e-17	-4.708384e-01	0.000000e+00
9.385714285715699e-07	3.444653e-05	-1.391876e-02	1.586644e-17	-4.708384e-01	0.000000e+00
9.600000000001534e-07	3.444654e-05	-1.391840e-02	1.586742e-17	-4.708384e-01	0.000000e+00
9.700000000002025e-07	3.444655e-05	-1.391822e-02	1.586783e-17	-4.708384e-01	0.000000e+00
9.885714285716137e-07	3.444656e-05	-1.391791e-02	1.586827e-17	-4.708384e-01	0.000000e+00
1.007142857143025e-06	3.444657e-05	-1.391759e-02	1.586874e-17	-4.708384e-01	0.000000e+00
1.025714285714436e-06	3.444658e-05	-1.391728e-02	1.586925e-17	-4.708384e-01	0.000000e+00
1.044285714285847e-06	3.444659e-05	-1.391696e-02	1.586979e-17	-4.708384e-01	0.000000e+00
1.062857142857259e-06	3.444660e-05	-1.391665e-02	1.587037e-17	-4.708384e-01	0.000000e+00
1.081428571428670e-06	3.444661e-05	-1.391633e-02	1.587098e-17	-4.708384e-01	0.000000e+00
1.100000000000081e-06	3.444662e-05	-1.391601e-02	1.587164e-17	-4.708384e-01	0.000000e+00
1.110000000000130e-06	3.444662e-05	-1.391584e-02	1.587213e-17	-4.708384e-01	0.000000e+00
1.131428571428698e-06	3.444663e-05	-1.391548e-02	1.587246e-17	-4.708384e-01	0.000000e+00
1.152857142857266e-06	3.444664e-05	-1.391512e-02	1.587289e-17	-4.708384e-01	0.000000e+00
1.174285714285834e-06	3.444666e-05	-1.391475e-02	1.587343e-17	-4.708384e-01	0.000000e+00
1.195714285714402e-06	3.444667e-05	-1.391439e-02	1.587407e-17	-4.708384e-01	0.000000e+00
1.217142857142970e-06	3.444668e-05	-1.391402e-02	1.587481e-17	-4.708384e-01	0.000000e+00
1.238571428571538e-06	3.444669e-05	-1.391366e-02	1.587565e-17	-4.708384e-01	0.000000e+00
1.260000000000107e-06	3.444670e-05	-1.391329e-02	1.587660e-17	-4.708384e-01	0.000000e+00
1.270000000000156e-06	3.444670e-05	-1.391312e-02	1.587710e-17	-4.708384e-01	0.000000e+00
1.288571428571567e-06	3.444671e-05	-1.391281e-02	1.587744e-17	-4.708384e-01	0.000000e+00
1.307142857142978e-06	3.444672e-05	-1.391249e-02	1.587786e-17	-4.708384e-01	0.000000e+00
1.325714285714389e-06	3.444673e-05	-1.391218e-02	1.587835e-17	-4.708384e-01	0.000000e+00
1.344285714285800e-06	3.444674e-05	-1.391186e-02	1.587893e-17	-4.708384e-01	0.000000e+00
1.362857142857212e-06	3.444675e-05	-1.391155e-02	1.587958e-17	-4.708384e-01	0.000000e+00
1.381428571428623e-06	3.444676e-05	-1.391123e-02	1.588030e-17	-4.708384e-01	0.000000e+00
1.400000000000034e-06	3.444677e-05	-1.391091e-02	1.588111e-17	-4.708384e-01	0.000000e+00
1.410000000000083e-06	3.444678e-05	-1.391074e-02	1.588145e-17	-4.708384e-01	0.000000e+00
1.431428571428651e-06	3.444679e-05	-1.391038e-02	1.588178e-17	-4.708384e-01	0.000000e+00
1.452857142857219e-06	3.444680e-05	-1.391002e-02	1.588222e-17	-4.708384e-01	0.000000e+00
1.474285714285787e-06	3.444681e-05	-1.390965e-02	1.588276e-17	-4.708384e-01	0.000000e+00
1.495714285714355e-06	3.444682e-05	-1.390929e-02	1.588342e-17	-4.708384e-01	0.000000e+00
1.517142857142923e-06	3.444683e-05	-1.390892e-02	1.588418e-17	-4.708384e-01	0.000000e+00
1.538571428571492e-06	3.444684e-05	-1.390856e-02	1.588506e-17	-4.708384e-01	0.000000e+00
1.560000000000060e-06	3.444685e-05	-1.390820e-02	1.588604e-17	-4.708384e-01	0.000000e+00
1.570000000000109e-06	3.444686e-05	-1.390802e-02	1.588646e-17	-4.708384e-01	0.000000e+00
1.588571428571520e-06	3.444687e-05	-1.390771e-02	1.588689e-17	-4.708384e-01	0.000000e+00
1.607142857142931e-06	3.444688e-05	-1.390739e-02	1.588736e-17	-4.708384e-01	0.000000e+00
1.625714285714342e-06	3.444689e-05	-1.390708e-02	1.588787e-17	-4.708384e-01	0.000000e+00
1.644285714285753e-06	3.444690e-05	-1.390676e-02	1.588841e-17	-4.708384e-01	0.000000e+00
1.662857142857165e-06	3.444691e-05	-1.390645e-02	1.588899e-17	-4.708384e-01	0.000000e+00
1.681428571428576e-06	3.444692e-05	-1.390613e-02	1.588961e-17	-4.708384e-01	0.000000e+00
1.699999999999987e-06	3.444693e-05	-1.390582e-02	1.589026e-17	-4.708384e-01	0.000000e+00
1.710000000000036e-06	3.444693e-05	-1.390565e-02	1.589075e-17	-4.708384e-01	0.000000e+00
1.731428571428620e-06	3.444694e-05	-1.390528e-02	1.589108e-17	-4.708384e-01	0.000000e+00
1.752857142857203e-06	3.444695e-05	-1.390492e-02	1.589152e-17	-4.708384e-01	0.000000e+00
1.774285714285787e-06	3.444696e-05	-1.390455e-02	1.589205e-17	-4.708384e-01	0.000000e+00
1.795714285714370e-06	3.444698e-05	-1.390419e-02	1.589269e-17	-4.708384e-01	0.000000e+00
1.817142857142954e-06	3.444699e-05	-1.390383e-02	1.589343e-17	-4.708384e-01	0.000000e+00
1.838571428571538e-06	3.444700e-05	-1.390346e-02	1.589428e-17	-4.708384e-01	0.000000e+00
1.860000000000121e-06	3.444701e-05	-1.390310e-02	1.589522e-17	-4.708384e-01	0.000000e+00
1.870000000000170e-06	3.444702e-05	-1.390293e-02	1.589572e-17	-4.708384e-01	0.000000e+00
1.888571428571581e-06	3.444703e-05	-1.390261e-02	1.589606e-17	-4.708384e-01	0.000000e+00
1.907142857142993e-06	3.444704e-05	-1.390230e-02	1.589648e-17	-4.708384e-01	0.000000e+00
1.925714285714404e-06	3.444705e-05	-1.390198e-02	1.589697e-17	-4.708384e-01	0.000000e+00
1.944285714285815e-06	3.444705e-05	-1.390166e-02	1.589755e-17	-4.708384e-01	0.000000e+00
1.962857142857226e-06	3.444706e-05	-1.390135e-02	1.589820e-17	-4.708384e-01	0.000000e+00
1.981428571428637e-06	3.444707e-05	-1.390103e-02	1.589892e-17	-4.708384e-01	0.000000e+00
2.000000000000049e-06	3.444708e-05	-1.390072e-02	1.589973e-17	-4.708384e-01	0.000000e+00
2.010000000000098e-06	3.444709e-05	-1.390055e-02	1.590007e-17	-4.708384e-01	0.000000e+00
2.160000000000074e-06	3.444717e-05	-1.389800e-02	1.590466e-17	-4.708384e-01	0.000000e+00
2.170000000000123e-06	3.444717e-05	-1.389783e-02	1.590508e-17	-4.708384e-01	0.000000e+00
2.300000000000002e-06	3.444724e-05	-1.389562e-02	1.590888e-17	-4.708384e-01	0.000000e+00
2.310000000000051e-06	3.444725e-05	-1.389545e-02	1.590937e-17	-4.708384e-01	0.000000e+00
2.460000000000136e-06	3.444732e-05	-1.389290e-02	1.591384e-17	-4.708384e-01	0.000000e+00
2.470000000000185e-06	3.444733e-05	-1.389274e-02	1.591434e-17	-4.708384e-01	0.000000e+00
2.600000000000063e-06	3.444740e-05	-1.389053e-02	1.591835e-17	-4.708384e-01	0.000000e+00
2.610000000000112e-06	3.444740e-05	-1.389036e-02	1.591869e-17	-4.708384e-01	0.000000e+00
2.760000000000089e-06	3.444748e-05	-1.388781e-02	1.592328e-17	-4.708384e-01	0.000000e+00
2.770000000000138e-06	3.444748e-05	-1.388764e-02	1.592370e-17	-4.708384e-01	0.000000e+00
2.900000000000016e-06	3.444755e-05	-1.388543e-02	1.592750e-17	-4.708384e-01	0.000000e+00
2.910000000000065e-06	3.444756e-05	-1.388526e-02	1.592800e-17	-4.708384e-01	0.000000e+00
3.060000000000150e-06	3.444764e-05	-1.388272e-02	1.593247e-17	-4.708384e-01	0.000000e+00
3.070000000000199e-06	3.444764e-05	-1.388255e-02	1.593296e-17	-4.708384e-01	0.000000e+00
3.200000000000078e-06	3.444771e-05	-1.388034e-02	1.593697e-17	-4.708384e-01	0.000000e+00
3.210000000000127e-06	3.444771e-05	-1.388017e-02	1.593731e-17	-4.708384e-01	0.000000e+00
3.360000000000103e-06	3.444779e-05	-1.387763e-02	1.594191e-17	-4.708384e-01	0.000000e+00
3.370000000000152e-06	3.444780e-05	-1.387746e-02	1.594232e-17	-4.708384e-01	0.000000e+00
3.500000000000031e-06	3.444786e-05	-1.387525e-02	1.594612e-17	-4.708384e-01	0.000000e+00
3.510000000000080e-06	3.444787e-05	-1.387508e-02	1.594662e-17	-4.708384e-01	0.000000e+00
3.660000000000056e-06	3.444795e-05	-1.387254e-02	1.595109e-17	-4.708384e-01	0.000000e+00
3.670000000000105e-06	3.444795e-05	-1.387237e-02	1.595159e-17	-4.708384e-01	0.000000e+00
3.799999999999984e-06	3.444802e-05	-1.387016e-02	1.595560e-17	-4.708384e-01	0.000000e+00
3.810000000000033e-06	3.444802e-05	-1.386999e-02	1.595594e-17	-4.708384e-01	0.000000e+00
3.960000000000118e-06	3.444810e-05	-1.386745e-02	1.596053e-17	-4.708384e-01	0.000000e+00
3.970000000000167e-06	3.444811e-05	-1.386728e-02	1.596094e-17	-4.708384e-01	0.000000e+00
4.100000000000045e-06	3.444818e-05	-1.386507e-02	1.596474e-17	-4.708384e-01	0.000000e+00
4.110000000000094e-06	3.444818e-05	-1.386490e-02	1.596524e-17	-4.708384e-01	0.000000e+00
4.260000000000071e-06	3.444826e-05	-1.386236e-02	1.596971e-17	-4.708384e-01	0.000000e+00
4.270000000000120e-06	3.444827e-05	-1.386219e-02	1.597021e-17	-4.708384e-01	0.000000e+00
4.399999999999999e-06	3.444833e-05	-1.385999e-02	1.597422e-17	-4.708384e-01	0.000000e+00
4.410000000000048e-06	3.444834e-05	-1.385982e-02	1.597456e-17	-4.708384e-01	0.000000e+00
4.560000000000133e-06	3.444842e-05	-1.385727e-02	1.597915e-17	-4.708384e-01	0.000000e+00
4.570000000000182e-06	3.444842e-05	-1.385710e-02	1.597957e-17	-4.708384e-01	0.000000e+00
4.700000000000060e-06	3.444849e-05	-1.385490e-02	1.598337e-17	-4.708384e-01	0.000000e+00
4.710000000000109e-06	3.444849e-05	-1.385473e-02	1.598386e-17	-4.708384e-01	0.000000e+00
4.860000000000086e-06	3.444857e-05	-1.385219e-02	1.598833e-17	-4.708384e-01	0.000000e+00
4.870000000000135e-06	3.444858e-05	-1.385202e-02	1.598883e-17	-4.708384e-01	0.000000e+00
5.000000000000013e-06	3.444865e-05	-1.384982e-02	1.599284e-17	-4.708384e-01	0.000000e+00
5.010000000000062e-06	3.444865e-05	-1.384965e-02	1.599318e-17	-4.708384e-01	0.000000e+00
5.160000000000147e-06	3.444873e-05	-1.384711e-02	1.599777e-17	-4.708384e-01	0.000000e+00
5.170000000000196e-06	3.444873e-05	-1.384694e-02	1.599819e-17	-4.708384e-01	0.000000e+00
5.188571428571607e-06	3.444875e-05	-1.384662e-02	1.599862e-17	-4.708384e-01	0.000000e+00
5.207142857143019e-06	3.444876e-05	-1.384631e-02	1.599909e-17	-4.708384e-01	0.000000e+00
5.225714285714430e-06	3.444877e-05	-1.384599e-02	1.599960e-17	-4.708384e-01	0.000000e+00
5.244285714285841e-06	3.444878e-05	-1.384568e-02	1.600014e-17	-4.708384e-01	0.000000e+00
5.262857142857252e-06	3.444879e-05	-1.384536e-02	1.600072e-17	-4.708384e-01	0.000000e+00
5.281428571428663e-06	3.444879e-05	-1.384505e-02	1.600134e-17	-4.708384e-01	0.000000e+00
5.300000000000075e-06	3.444880e-05	-1.384473e-02	1.600199e-17	-4.708384e-01	0.000000e+00
5.310000000000124e-06	3.444881e-05	-1.384456e-02	1.600249e-17	-4.708384e-01	0.000000e+00
5.331428571428692e-06	3.444882e-05	-1.384420e-02	1.600282e-17	-4.708384e-01	0.000000e+00
5.352857142857260e-06	3.444883e-05	-1.384384e-02	1.600325e-17	-4.708384e-01	0.000000e+00
5.374285714285828e-06	3.444884e-05	-1.384348e-02	1.600378e-17	-4.708384e-01	0.000000e+00
5.395714285714396e-06	3.444885e-05	-1.384311e-02	1.600442e-17	-4.708384e-01	0.000000e+00
5.417142857142964e-06	3.444886e-05	-1.384275e-02	1.600516e-17	-4.708384e-01	0.000000e+00
5.438571428571532e-06	3.444888e-05	-1.384239e-02	1.600601e-17	-4.708384e-01	0.000000e+00
5.460000000000100e-06	3.444889e-05	-1.384202e-02	1.600696e-17	-4.708384e-01	0.000000e+00
5.470000000000149e-06	3.444889e-05	-1.384185e-02	1.600745e-17	-4.708384e-01	0.000000e+00
5.488571428571560e-06	3.444890e-05	-1.384154e-02	1.600779e-17	-4.708384e-01	0.000000e+00
5.507142857142972e-06	3.444891e-05	-1.384123e-02	1.600821e-17	-4.708384e-01	0.000000e+00
5.525714285714383e-06	3.444892e-05	-1.384091e-02	1.600871e-17	-4.708384e-01	0.000000e+00
5.544285714285794e-06	3.444893e-05	-1.384060e-02	1.600928e-17	-4.708384e-01	0.000000e+00
5.562857142857205e-06	3.444894e-05	-1.384028e-02	1.600993e-17	-4.708384e-01	0.000000e+00
5.581428571428616e-06	3.444895e-05	-1.383997e-02	1.601066e-17	-4.708384e-01	0.000000e+00
5.600000000000028e-06	3.444896e-05	-1.383965e-02	1.601146e-17	-4.708384e-01	0.000000e+00
5.610000000000077e-06	3.444897e-05	-1.383948e-02	1.601180e-17	-4.708384e-01	0.000000e+00
5.631428571428645e-06	3.444898e-05	-1.383912e-02	1.601213e-17	-4.708384e-01	0.000000e+00
5.652857142857213e-06	3.444899e-05	-1.383876e-02	1.601257e-17	-4.708384e-01	0.000000e+00
5.674285714285781e-06	3.444900e-05	-1.383839e-02	1.601312e-17	-4.708384e-01	0.000000e+00
5.695714285714349e-06	3.444901e-05	-1.383803e-02	1.601377e-17	-4.708384e-01	0.000000e+00
5.717142857142917e-06	3.444902e-05	-1.383767e-02	1.601454e-17	-4.708384e-01	0.000000e+00
5.738571428571485e-06	3.444903e-05	-1.383731e-02	1.601541e-17	-4.708384e-01	0.000000e+00
5.760000000000053e-06	3.444904e-05	-1.383694e-02	1.601640e-17	-4.708384e-01	0.000000e+00
5.770000000000102e-06	3.444905e-05	-1.383677e-02	1.601681e-17	-4.708384e-01	0.000000e+00
5.788571428571514e-06	3.444906e-05	-1.383646e-02	1.601725e-17	-4.708384e-01	0.000000e+00
5.807142857142925e-06	3.444907e-05	-1.383614e-02	1.601772e-17	-4.708384e-01	0.000000e+00
5.825714285714336e-06	3.444908e-05	-1.383583e-02	1.601822e-17	-4.708384e-01	0.000000e+00
5.844285714285747e-06	3.444909e-05	-1.383552e-02	1.601877e-17	-4.708384e-01	0.000000e+00
5.862857142857158e-06	3.444910e-05	-1.383520e-02	1.601935e-17	-4.708384e-01	0.000000e+00
5.881428571428570e-06	3.444911e-05	-1.383489e-02	1.601996e-17	-4.708384e-01	0.000000e+00
5.899999999999981e-06	3.444912e-05	-1.383457e-02	1.602061e-17	-4.708384e-01	0.000000e+00
5.910000000000030e-06	3.444912e-05	-1.383440e-02	1.602111e-17	-4.708384e-01	0.000000e+00
5.931428571428613e-06	3.444913e-05	-1.383404e-02	1.602144e-17	-4.708384e-01	0.000000e+00
5.952857142857197e-06	3.444914e-05	-1.383368e-02	1.602187e-17	-4.708384e-01	0.000000e+00
5.974285714285781e-06	3.444915e-05	-1.383331e-02	1.602241e-17	-4.708384e-01	0.000000e+00
5.995714285714364e-06	3.444917e-05	-1.383295e-02	1.602305e-17	-4.708384e-01	0.000000e+00
6.017142857142947e-06	3.444918e-05	-1.383259e-02	1.602379e-17	-4.708384e-01	0.000000e+00
6.038571428571531e-06	3.444919e-05	-1.383223e-02	1.602463e-17	-4.708384e-01	0.000000e+00
6.060000000000115e-06	3.444920e-05	-1.383186e-02	1.602558e-17	-4.708384e-01	0.000000e+00
6.070000000000164e-06	3.444921e-05	-1.383169e-02	1.602608e-17	-4.708384e-01	0.000000e+00
6.088571428571575e-06	3.444922e-05	-1.383138e-02	1.602642e-17	-4.708384e-01	0.000000e+00
6.107142857142986e-06	3.444923e-05	-1.383107e-02	1.602683e-17	-4.708384e-01	0.000000e+00
6.125714285714397e-06	3.444924e-05	-1.383075e-02	1.602733e-17	-4.708384e-01	0.000000e+00
6.144285714285809e-06	3.444924e-05	-1.383044e-02	1.602790e-17	-4.708384e-01	0.000000e+00
6.162857142857220e-06	3.444925e-05	-1.383012e-02	1.602855e-17	-4.708384e-01	0.000000e+00
6.181428571428631e-06	3.444926e-05	-1.382981e-02	1.602928e-17	-4.708384e-01	0.000000e+00
6.200000000000042e-06	3.444927e-05	-1.382949e-02	1.603009e-17	-4.708384e-01	0.000000e+00
6.210000000000091e-06	3.444928e-05	-1.382932e-02	1.603042e-17	-4.708384e-01	0.000000e+00
6.231428571428659e-06	3.444929e-05	-1.382896e-02	1.603075e-17	-4.708384e-01	0.000000e+00
6.252857142857227e-06	3.444930e-05	-1.382860e-02	1.603119e-17	-4.708384e-01	0.000000e+00
6.274285714285796e-06	3.444931e-05	-1.382824e-02	1.603174e-17	-4.708384e-01	0.000000e+00
6.295714285714364e-06	3.444933e-05	-1.382787e-02	1.603240e-17	-4.708384e-01	0.000000e+00
6.317142857142932e-06	3.444934e-05	-1.382751e-02	1.603316e-17	-4.708384e-01	0.000000e+00
6.338571428571500e-06	3.444935e-05	-1.382715e-02	1.603404e-17	-4.708384e-01	0.000000e+00
6.360000000000068e-06	3.444936e-05	-1.382678e-02	1.603502e-17	-4.708384e-01	0.000000e+00
6.370000000000117e-06	3.444936e-05	-1.382662e-02	1.603543e-17	-4.708384e-01	0.000000e+00
6.388571428571528e-06	3.444937e-05	-1.382630e-02	1.603587e-17	-4.708384e-01	0.000000e+00
6.407142857142939e-06	3.444938e-05	-1.382599e-02	1.603634e-17	-4.708384e-01	0.000000e+00
6.425714285714351e-06	3.444939e-05	-1.382567e-02	1.603685e-17	-4.708384e-01	0.000000e+00
6.444285714285762e-06	3.444940e-05	-1.382536e-02	1.603739e-17	-4.708384e-01	0.000000e+00
6.462857142857173e-06	3.444941e-05	-1.382504e-02	1.603797e-17	-4.708384e-01	0.000000e+00
6.481428571428584e-06	3.444942e-05	-1.382473e-02	1.603858e-17	-4.708384e-01	0.000000e+00
6.499999999999995e-06	3.444943e-05	-1.382442e-02	1.603923e-17	-4.708384e-01	0.000000e+00
6.510000000000044e-06	3.444944e-05	-1.382425e-02	1.603973e-17	-4.708384e-01	0.000000e+00
6.531428571428628e-06	3.444945e-05	-1.382388e-02	1.604006e-17	-4.708384e-01	0.000000e+00
6.552857142857212e-06	3.444946e-05	-1.382352e-02	1.604049e-17	-4.708384e-01	0.000000e+00
6.574285714285795e-06	3.444947e-05	-1.382316e-02	1.604103e-17	-4.708384e-01	0.000000e+00
6.595714285714379e-06	3.444948e-05	-1.382280e-02	1.604167e-17	-4.708384e-01	0.000000e+00
6.617142857142962e-06	3.444949e-05	-1.382243e-02	1.604241e-17	-4.708384e-01	0.000000e+00
6.638571428571546e-06	3.444950e-05	-1.382207e-02	1.604325e-17	-4.708384e-01	0.000000e+00
6.660000000000129e-06	3.444951e-05	-1.382171e-02	1.604420e-17	-4.708384e-01	0.000000e+00
6.670000000000178e-06	3.444952e-05	-1.382154e-02	1.604470e-17	-4.708384e-01	0.000000e+00
6.688571428571590e-06	3.444953e-05	-1.382122e-02	1.604504e-17	-4.708384e-01	0.000000e+00
6.707142857143001e-06	3.444954e-05	-1.382091e-02	1.604546e-17	-4.708384e-01	0.000000e+00
6.725714285714412e-06	3.444955e-05	-1.382060e-02	1.604595e-17	-4.708384e-01	0.000000e+00
6.744285714285823e-06	3.444956e-05	-1.382028e-02	1.604653e-17	-4.708384e-01	0.000000e+00
6.762857142857234e-06	3.444957e-05	-1.381997e-02	1.604718e-17	-4.708384e-01	0.000000e+00
6.781428571428646e-06	3.444958e-05	-1.381965e-02	1.604790e-17	-4.708384e-01	0.000000e+00
6.800000000000057e-06	3.444959e-05	-1.381934e-02	1.604871e-17	-4.708384e-01	0.000000e+00
6.810000000000106e-06	3.444959e-05	-1.381917e-02	1.604905e-17	-4.708384e-01	0.000000e+00
6.831428571428674e-06	3.444960e-05	-1.381881e-02	1.604938e-17	-4.708384e-01	0.000000e+00
6.852857142857242e-06	3.444962e-05	-1.381844e-02	1.604982e-17	-4.708384e-01	0.000000e+00
6.874285714285810e-06	3.444963e-05	-1.381808e-02	1.605036e-17	-4.708384e-01	0.000000e+00
6.895714285714378e-06	3.444964e-05	-1.381772e-02	1.605102e-17	-4.708384e-01	0.000000e+00
6.917142857142946e-06	3.444965e-05	-1.381736e-02	1.605178e-17	-4.708384e-01	0.000000e+00
6.938571428571514e-06	3.444966e-05	-1.381699e-02	1.605266e-17	-4.708384e-01	0.000000e+00
6.960000000000082e-06	3.444967e-05	-1.381663e-02	1.605364e-17	-4.708384e-01	0.000000e+00
6.970000000000131e-06	3.444968e-05	-1.381646e-02	1.605406e-17	-4.708384e-01	0.000000e+00
7.100000000000010e-06	3.444975e-05	-1.381426e-02	1.605786e-17	-4.708384e-01	0.000000e+00
7.110000000000059e-06	3.444975e-05	-1.381410e-02	1.605835e-17	-4.708384e-01	0.000000e+00
7.260000000000144e-06	3.444983e-05	-1.381156e-02	1.606282e-17	-4.708384e-01	0.000000e+00
7.270000000000193e-06	3.444983e-05	-1.381139e-02	1.606332e-17	-4.708384e-01	0.000000e+00
7.400000000000071e-06	3.444990e-05	-1.380919e-02	1.606733e-17	-4.708384e-01	0.000000e+00
7.410000000000120e-06	3.444991e-05	-1.380902e-02	1.606767e-17	-4.708384e-01	0.000000e+00
7.560000000000097e-06	3.444999e-05	-1.380648e-02	1.607226e-17	-4.708384e-01	0.000000e+00
7.570000000000146e-06	3.444999e-05	-1.380632e-02	1.607268e-17	-4.708384e-01	0.000000e+00
7.700000000000025e-06	3.445006e-05	-1.380412e-02	1.607648e-17	-4.708384e-01	0.000000e+00
7.710000000000074e-06	3.445007e-05	-1.380395e-02	1.607698e-17	-4.708384e-01	0.000000e+00
7.860000000000159e-06	3.445014e-05	-1.380141e-02	1.608144e-17	-4.708384e-01	0.000000e+00
7.870000000000208e-06	3.445015e-05	-1.380124e-02	1.608194e-17	-4.708384e-01	0.000000e+00
8.000000000000086e-06	3.445022e-05	-1.379905e-02	1.608595e-17	-4.708384e-01	0.000000e+00
8.010000000000135e-06	3.445022e-05	-1.379888e-02	1.608629e-17	-4.708384e-01	0.000000e+00
8.160000000000112e-06	3.445030e-05	-1.379634e-02	1.609089e-17	-4.708384e-01	0.000000e+00
8.165327999917998e-06	3.445030e-05	-1.379625e-02	1.609118e-17	-4.708384e-01	0.000000e+00
8.170000000000161e-06	3.445031e-05	-1.379617e-02	1.609130e-17	-4.708384e-01	0.000000e+00
8.300000000000039e-06	3.445037e-05	-1.379398e-02	1.609510e-17	-4.708384e-01	0.000000e+00
8.310000000000088e-06	3.445038e-05	-1.379381e-02	1.609560e-17	-4.708384e-01	0.000000e+00
8.460000000000065e-06	3.445046e-05	-1.379127e-02	1.610007e-17	-4.708384e-01	0.000000e+00
8.470000000000114e-06	3.445046e-05	-1.379110e-02	1.610056e-17	-4.708384e-01	0.000000e+00
8.599999999999992e-06	3.445053e-05	-1.378891e-02	1.610457e-17	-4.708384e-01	0.000000e+00
8.610000000000041e-06	3.445054e-05	-1.378874e-02	1.610492e-17	-4.708384e-01	0.000000e+00
8.760000000000126e-06	3.445062e-05	-1.378621e-02	1.610951e-17	-4.708384e-01	0.000000e+00
