time	V(out)	V(rst)	V(vin)
2.436444591880711e-004	1.397673e-003	-7.866454e-001	-2.000000e+000
2.436449515833732e-004	1.397474e-003	-7.869498e-001	-2.000000e+000
2.436455441661207e-004	1.397259e-003	-7.873170e-001	-2.000000e+000
2.436461781946714e-004	1.397057e-003	-7.876749e-001	-2.000000e+000
2.436467409589351e-004	1.396900e-003	-7.879399e-001	-2.000000e+000
2.436480527854302e-004	1.396608e-003	-7.883731e-001	-2.000000e+000
2.436489646710153e-004	1.396460e-003	-7.885922e-001	-2.000000e+000
2.436495725239273e-004	1.396383e-003	-7.887223e-001	-2.000000e+000
2.436511088894918e-004	1.396255e-003	-7.890111e-001	-2.000000e+000
2.436534257308030e-004	1.396215e-003	-7.893430e-001	-2.000000e+000
2.436548976437016e-004	1.396266e-003	-7.894991e-001	-2.000000e+000
2.436582255687847e-004	1.396552e-003	-7.897728e-001	-2.000000e+000
2.436650380206215e-004	1.397697e-003	-7.901498e-001	-2.000000e+000
2.436800279144599e-004	1.402422e-003	-7.907222e-001	-2.000000e+000
2.436950178082982e-004	1.409562e-003	-7.912569e-001	-2.000000e+000
2.437100077021366e-004	1.419116e-003	-7.917541e-001	-2.000000e+000
2.437249975959749e-004	1.431084e-003	-7.922137e-001	-2.000000e+000
2.437399874898133e-004	1.445467e-003	-7.926357e-001	-2.000000e+000
2.437549773836516e-004	1.462263e-003	-7.930202e-001	-2.000000e+000
2.437699672774900e-004	1.481474e-003	-7.933670e-001	-2.000000e+000
2.438427693247314e-004	1.605561e-003	-7.948750e-001	-2.000000e+000
2.439336868648349e-004	1.831957e-003	-7.963000e-001	-2.000000e+000
2.440339099131299e-004	2.169138e-003	-7.974043e-001	-2.000000e+000
2.441468819658134e-004	2.653355e-003	-7.982476e-001	-2.000000e+000
2.442500352018079e-004	3.186677e-003	-7.987511e-001	-2.000000e+000
2.443568679602121e-004	3.825455e-003	-7.990612e-001	-2.000000e+000
2.444590224067791e-004	4.514061e-003	-7.991612e-001	-2.000000e+000
2.445660313946434e-004	5.312352e-003	-7.990109e-001	-2.000000e+000
2.446105898589400e-004	5.667054e-003	-7.987686e-001	-2.000000e+000
2.446352991455332e-004	5.869188e-003	-7.984895e-001	-2.000000e+000
2.446489657231596e-004	5.982623e-003	-7.982126e-001	-2.000000e+000
2.446684127658555e-004	6.146013e-003	-7.976503e-001	-2.000000e+000
2.446692643039296e-004	6.153222e-003	-7.976183e-001	-2.000000e+000
2.446709673800778e-004	6.167649e-003	-7.975417e-001	-2.000000e+000
2.446749103759060e-004	6.201119e-003	-7.973374e-001	-2.000000e+000
2.446770483460880e-004	6.219306e-003	-7.972113e-001	-2.000000e+000
2.446792458543778e-004	6.238027e-003	-7.970644e-001	-2.000000e+000
2.446828446769539e-004	6.268750e-003	-7.967817e-001	-2.000000e+000
2.446864153677875e-004	6.299308e-003	-7.964465e-001	-2.000000e+000
2.446887590663253e-004	6.319406e-003	-7.961811e-001	-2.000000e+000
2.446903541153135e-004	6.333102e-003	-7.959647e-001	-2.000000e+000
2.446918644133785e-004	6.346084e-003	-7.957172e-001	-2.000000e+000
2.446936050467219e-004	6.361063e-003	-7.953592e-001	-2.000000e+000
2.446952747176191e-004	6.375446e-003	-7.948951e-001	-2.000000e+000
2.446969000055365e-004	6.389463e-003	-7.942280e-001	-2.000000e+000
2.446985894681300e-004	6.404049e-003	-7.932225e-001	-2.000000e+000
2.446996025657179e-004	6.412803e-003	-7.924199e-001	-2.000000e+000
2.447001191830898e-004	6.417269e-003	-7.919366e-001	-2.000000e+000
2.447006563698528e-004	6.421914e-003	-7.914269e-001	-2.000000e+000
2.447013017631519e-004	6.427498e-003	-7.908726e-001	-2.000000e+000
2.447016164691825e-004	6.430221e-003	-7.906515e-001	-2.000000e+000
2.447019536979838e-004	6.433140e-003	-7.904722e-001	-2.000000e+000
2.447022940057704e-004	6.436085e-003	-7.903364e-001	-2.000000e+000
2.447026494479730e-004	6.439163e-003	-7.902270e-001	-2.000000e+000
2.447030285636650e-004	6.442446e-003	-7.901152e-001	-2.000000e+000
2.447035220466920e-004	6.446720e-003	-7.899190e-001	-2.000000e+000
2.447040826681138e-004	6.451577e-003	-7.895531e-001	-2.000000e+000
2.447047610713755e-004	6.457457e-003	-7.888284e-001	-2.000000e+000
2.447055115315884e-004	6.463964e-003	-7.875498e-001	-2.000000e+000
2.447066202902834e-004	6.473582e-003	-7.846309e-001	-2.000000e+000
2.447078851629770e-004	6.484560e-003	-7.794005e-001	-2.000000e+000
2.447093848720445e-004	6.497583e-003	-7.695240e-001	-2.000000e+000
2.447108001326632e-004	6.509878e-003	-7.540759e-001	-2.000000e+000
2.447124717473189e-004	6.524401e-003	-7.237163e-001	-2.000000e+000
2.447140880238923e-004	6.538433e-003	-6.745252e-001	-2.000000e+000
2.447158032906548e-004	6.553292e-003	-5.889171e-001	-2.000000e+000
2.447174142375904e-004	6.567186e-003	-4.746179e-001	-2.000000e+000
2.447178050480306e-004	6.570543e-003	-4.397479e-001	-2.000000e+000
2.447178916556094e-004	6.571286e-003	-4.310554e-001	-2.000000e+000
2.447179375370963e-004	6.571680e-003	-4.263077e-001	-2.000000e+000
2.447180056847471e-004	6.572264e-003	-4.191416e-001	-2.000000e+000
2.447181264614894e-004	6.573299e-003	-4.061936e-001	-2.000000e+000
2.447182876365714e-004	6.574679e-003	-3.884533e-001	-2.000000e+000
2.447185062457786e-004	6.576549e-003	-3.635460e-001	-2.000000e+000
2.447188342315891e-004	6.579348e-003	-3.247429e-001	-2.000000e+000
2.447194902032101e-004	6.584925e-003	-2.453666e-001	-2.000000e+000
2.447197287465212e-004	6.586944e-003	-2.167755e-001	-2.000000e+000
2.447199581101399e-004	6.588881e-003	-1.901815e-001	-2.000000e+000
2.447201176331698e-004	6.590226e-003	-1.721980e-001	-2.000000e+000
2.447202993840306e-004	6.591754e-003	-1.516178e-001	-2.000000e+000
2.447204493318676e-004	6.593013e-003	-1.338533e-001	-2.000000e+000
2.447206072042694e-004	6.594336e-003	-1.137971e-001	-2.000000e+000
2.447207421221843e-004	6.595464e-003	-9.506933e-002	-2.000000e+000
2.447209143596460e-004	6.596902e-003	-6.851828e-002	-2.000000e+000
2.447211451105569e-004	6.598822e-003	-2.871241e-002	-2.000000e+000
2.447214790491859e-004	6.601589e-003	3.468969e-002	-2.000000e+000
2.447218169135235e-004	6.604373e-003	1.021198e-001	-2.000000e+000
2.447222436246441e-004	6.607865e-003	1.861862e-001	-2.000000e+000
2.447226366635589e-004	6.611057e-003	2.559282e-001	-2.000000e+000
2.447231596224074e-004	6.615275e-003	3.313503e-001	-2.000000e+000
2.447236138456903e-004	6.618907e-003	3.781244e-001	-2.000000e+000
2.447239913058530e-004	6.621874e-003	4.015169e-001	-2.000000e+000
2.447242474819452e-004	6.623854e-003	4.087964e-001	-2.000000e+000
2.447245665411818e-004	6.626280e-003	4.101855e-001	-2.000000e+000
2.447248753475032e-004	6.628587e-003	4.066694e-001	-2.000000e+000
2.447252586774592e-004	6.631392e-003	3.982542e-001	-2.000000e+000
2.447257396171303e-004	6.634810e-003	3.852664e-001	-2.000000e+000
2.447261913513897e-004	6.637906e-003	3.724691e-001	-2.000000e+000
2.447267064127922e-004	6.641281e-003	3.583328e-001	-2.000000e+000
2.447271864797086e-004	6.644266e-003	3.461102e-001	-2.000000e+000
2.447277439802966e-004	6.647530e-003	3.333013e-001	-2.000000e+000
2.447283339214860e-004	6.650749e-003	3.215336e-001	-2.000000e+000
2.447289709268800e-004	6.653966e-003	3.110787e-001	-2.000000e+000
2.447294128370052e-004	6.656051e-003	3.057278e-001	-2.000000e+000
2.447299223044282e-004	6.658321e-003	3.022127e-001	-2.000000e+000
2.447305655754386e-004	6.661008e-003	3.015519e-001	-2.000000e+000
2.447313900926108e-004	6.664212e-003	3.055838e-001	-2.000000e+000
2.447324647035894e-004	6.668087e-003	3.150335e-001	-2.000000e+000
2.447330369652696e-004	6.670044e-003	3.206716e-001	-2.000000e+000
2.447334850084192e-004	6.671541e-003	3.246393e-001	-2.000000e+000
2.447339425516148e-004	6.673045e-003	3.278118e-001	-2.000000e+000
2.447343958121123e-004	6.674514e-003	3.300665e-001	-2.000000e+000
2.447347631739783e-004	6.675692e-003	3.311997e-001	-2.000000e+000
2.447351869772520e-004	6.677040e-003	3.317690e-001	-2.000000e+000
2.447357178116649e-004	6.678714e-003	3.316704e-001	-2.000000e+000
2.447363834314696e-004	6.680793e-003	3.307353e-001	-2.000000e+000
2.447369460683861e-004	6.682535e-003	3.295084e-001	-2.000000e+000
2.447375014472853e-004	6.684241e-003	3.281239e-001	-2.000000e+000
2.447380710384040e-004	6.685979e-003	3.267575e-001	-2.000000e+000
2.447386259881770e-004	6.687661e-003	3.256143e-001	-2.000000e+000
2.447391341656535e-004	6.689192e-003	3.248010e-001	-2.000000e+000
2.447395649240043e-004	6.690483e-003	3.243167e-001	-2.000000e+000
2.447399346495213e-004	6.691586e-003	3.240601e-001	-2.000000e+000
2.447402779173537e-004	6.692607e-003	3.239692e-001	-2.000000e+000
2.447409644530185e-004	6.694640e-003	3.240666e-001	-2.000000e+000
2.447416633890642e-004	6.696700e-003	3.243930e-001	-2.000000e+000
2.447422134526463e-004	6.698313e-003	3.247715e-001	-2.000000e+000
2.447427549015108e-004	6.699896e-003	3.251826e-001	-2.000000e+000
2.447433227881539e-004	6.701553e-003	3.255900e-001	-2.000000e+000
2.447438850980822e-004	6.703188e-003	3.259326e-001	-2.000000e+000
2.447444106036596e-004	6.704713e-003	3.261789e-001	-2.000000e+000
2.447452441831765e-004	6.707124e-003	3.264086e-001	-2.000000e+000
2.447463238239376e-004	6.710233e-003	3.264455e-001	-2.000000e+000
2.447467900700718e-004	6.711571e-003	3.264117e-001	-2.000000e+000
2.447472848864849e-004	6.712986e-003	3.263537e-001	-2.000000e+000
2.447478029336313e-004	6.714464e-003	3.262865e-001	-2.000000e+000
2.447483100950756e-004	6.715907e-003	3.262244e-001	-2.000000e+000
2.447491505377005e-004	6.718287e-003	3.261496e-001	-2.000000e+000
2.447496765101793e-004	6.719770e-003	3.261395e-001	-2.000000e+000
2.447502024826582e-004	6.721248e-003	3.261418e-001	-2.000000e+000
2.447507284551370e-004	6.722721e-003	3.261567e-001	-2.000000e+000
2.447512544276158e-004	6.724188e-003	3.261840e-001	-2.000000e+000
2.447517804000946e-004	6.725650e-003	3.262238e-001	-2.000000e+000
2.447523063725735e-004	6.727106e-003	3.262761e-001	-2.000000e+000
2.447528323450523e-004	6.728557e-003	3.263409e-001	-2.000000e+000
2.447542310544544e-004	6.732388e-003	3.264781e-001	-2.000000e+000
2.447555081173636e-004	6.735852e-003	3.265532e-001	-2.000000e+000
2.447567851802729e-004	6.739281e-003	3.266261e-001	-2.000000e+000
2.447580622431821e-004	6.742674e-003	3.266970e-001	-2.000000e+000
2.447593393060913e-004	6.746033e-003	3.267658e-001	-2.000000e+000
2.447606163690004e-004	6.749356e-003	3.268324e-001	-2.000000e+000
2.447618934319097e-004	6.752644e-003	3.268971e-001	-2.000000e+000
2.447631704948189e-004	6.755898e-003	3.269596e-001	-2.000000e+000
2.447744428848766e-004	6.782994e-003	3.275558e-001	-2.000000e+000
2.447857152749343e-004	6.807514e-003	3.281294e-001	-2.000000e+000
2.447969876649919e-004	6.829459e-003	3.286801e-001	-2.000000e+000
2.448082600550497e-004	6.848829e-003	3.292081e-001	-2.000000e+000
2.448195324451073e-004	6.865623e-003	3.297133e-001	-2.000000e+000
2.448308048351650e-004	6.879842e-003	3.301958e-001	-2.000000e+000
2.448420772252227e-004	6.891485e-003	3.306555e-001	-2.000000e+000
2.448502507336386e-004	6.898405e-003	3.309790e-001	-2.000000e+000
2.448524563646582e-004	6.900043e-003	3.310524e-001	-2.000000e+000
2.448530487812512e-004	6.900467e-003	3.310645e-001	-2.000000e+000
2.448536268186046e-004	6.900873e-003	3.310599e-001	-2.000000e+000
2.448542048559580e-004	6.901273e-003	3.310535e-001	-2.000000e+000
2.448547828933114e-004	6.901666e-003	3.310450e-001	-2.000000e+000
2.448553609306648e-004	6.902052e-003	3.310347e-001	-2.000000e+000
2.448559389680182e-004	6.902432e-003	3.310224e-001	-2.000000e+000
2.448565170053716e-004	6.902805e-003	3.310082e-001	-2.000000e+000
2.448570950427250e-004	6.903172e-003	3.309921e-001	-2.000000e+000
2.448578123589545e-004	6.903617e-003	3.309869e-001	-2.000000e+000
2.448588349979665e-004	6.904236e-003	3.309827e-001	-2.000000e+000
2.448601240243553e-004	6.904986e-003	3.309231e-001	-2.000000e+000
2.448624834807624e-004	6.906278e-003	3.305950e-001	-2.000000e+000
2.448634499786469e-004	6.906777e-003	3.304295e-001	-2.000000e+000
2.448649363502611e-004	6.907512e-003	3.302089e-001	-2.000000e+000
2.448661607272529e-004	6.908088e-003	3.301194e-001	-2.000000e+000
2.448673851042445e-004	6.908640e-003	3.300500e-001	-2.000000e+000
2.448686094812362e-004	6.909170e-003	3.300007e-001	-2.000000e+000
2.448698338582280e-004	6.909677e-003	3.299716e-001	-2.000000e+000
2.448710582352197e-004	6.910160e-003	3.299626e-001	-2.000000e+000
2.448722826122113e-004	6.910621e-003	3.299737e-001	-2.000000e+000
2.448735069892031e-004	6.911058e-003	3.300050e-001	-2.000000e+000
2.448790106802402e-004	6.912770e-003	3.301608e-001	-2.000000e+000
2.448845143712774e-004	6.913921e-003	3.303252e-001	-2.000000e+000
2.448900180623146e-004	6.914511e-003	3.304982e-001	-2.000000e+000
2.448955217533518e-004	6.914541e-003	3.306798e-001	-2.000000e+000
2.449010254443889e-004	6.914009e-003	3.308701e-001	-2.000000e+000
2.449065291354261e-004	6.912916e-003	3.310690e-001	-2.000000e+000
2.449120328264632e-004	6.911263e-003	3.312765e-001	-2.000000e+000
2.449382096238467e-004	6.895200e-003	3.320527e-001	-2.000000e+000
2.449665987789807e-004	6.862710e-003	3.327290e-001	-2.000000e+000
2.450108784416201e-004	6.780723e-003	3.334851e-001	-2.000000e+000
2.450905243535188e-004	6.538550e-003	3.341641e-001	-2.000000e+000
2.451646929834237e-004	6.207020e-003	3.340420e-001	-2.000000e+000
2.452405704218981e-004	5.769298e-003	3.330714e-001	-2.000000e+000
2.452928177380413e-004	5.414950e-003	3.317654e-001	-2.000000e+000
2.453463775132420e-004	5.012748e-003	3.297296e-001	-2.000000e+000
2.453822355049775e-004	4.724319e-003	3.278493e-001	-2.000000e+000
2.454162972141250e-004	4.438703e-003	3.255164e-001	-2.000000e+000
2.454418521885072e-004	4.218379e-003	3.233157e-001	-2.000000e+000
2.454665705581070e-004	4.001609e-003	3.206886e-001	-2.000000e+000
2.454879020215327e-004	3.812576e-003	3.179182e-001	-2.000000e+000
2.455092269871343e-004	3.622734e-003	3.144090e-001	-2.000000e+000
2.455399760066076e-004	3.349698e-003	3.078658e-001	-2.000000e+000
2.455642884763608e-004	3.136272e-003	3.008124e-001	-2.000000e+000
2.455886197253268e-004	2.927169e-003	2.911354e-001	-2.000000e+000
2.456030956729980e-004	2.805787e-003	2.830461e-001	-2.000000e+000
2.456186866419615e-004	2.678464e-003	2.713362e-001	-2.000000e+000
2.456254083112488e-004	2.624833e-003	2.646920e-001	-2.000000e+000
2.456322344571655e-004	2.571271e-003	2.562097e-001	-2.000000e+000
2.456364057662641e-004	2.539022e-003	2.497457e-001	-2.000000e+000
2.456413016127414e-004	2.501676e-003	2.394567e-001	-2.000000e+000
2.456438444743369e-004	2.482504e-003	2.313639e-001	-2.000000e+000
2.456455751957241e-004	2.469550e-003	2.235527e-001	-2.000000e+000
2.456480713857901e-004	2.451014e-003	2.104846e-001	-2.000000e+000
2.456494982889260e-004	2.440503e-003	2.029716e-001	-2.000000e+000
2.456508264557288e-004	2.430779e-003	1.962831e-001	-2.000000e+000
2.456523277400370e-004	2.419861e-003	1.889722e-001	-2.000000e+000
2.456539882833260e-004	2.407880e-003	1.808138e-001	-2.000000e+000
2.456555888382945e-004	2.396430e-003	1.726343e-001	-2.000000e+000
2.456575036896000e-004	2.382857e-003	1.624676e-001	-2.000000e+000
2.456600785018706e-004	2.364823e-003	1.486150e-001	-2.000000e+000
2.456628712085135e-004	2.345543e-003	1.336864e-001	-2.000000e+000
2.456657763908681e-004	2.325790e-003	1.182907e-001	-2.000000e+000
2.456691411254532e-004	2.303292e-003	1.005965e-001	-2.000000e+000
2.456729671331954e-004	2.278195e-003	8.086996e-002	-2.000000e+000
2.456788971417384e-004	2.240292e-003	5.132703e-002	-2.000000e+000
2.456850534517052e-004	2.202188e-003	2.246840e-002	-2.000000e+000
2.456973660716387e-004	2.129612e-003	-2.979405e-002	-2.000000e+000
2.457132497005683e-004	2.042717e-003	-8.866970e-002	-2.000000e+000
2.457290564608505e-004	1.963168e-003	-1.375112e-001	-2.000000e+000
2.457496287059110e-004	1.868921e-003	-1.894879e-001	-2.000000e+000
2.457666096548489e-004	1.798337e-003	-2.244464e-001	-2.000000e+000
2.457848715980202e-004	1.729015e-003	-2.551914e-001	-2.000000e+000
2.457987622572091e-004	1.680545e-003	-2.748560e-001	-2.000000e+000
2.458109523765886e-004	1.640853e-003	-2.897061e-001	-2.000000e+000
2.458198380015468e-004	1.613525e-003	-2.993356e-001	-2.000000e+000
2.458267251236977e-004	1.593244e-003	-3.061247e-001	-2.000000e+000
2.458331788158916e-004	1.574935e-003	-3.120171e-001	-2.000000e+000
2.458398662302027e-004	1.556658e-003	-3.177168e-001	-2.000000e+000
2.458447997548829e-004	1.543621e-003	-3.217008e-001	-2.000000e+000
2.458480305798446e-004	1.535285e-003	-3.242087e-001	-2.000000e+000
2.458499712124707e-004	1.530355e-003	-3.256829e-001	-2.000000e+000
2.458516283859255e-004	1.526189e-003	-3.269475e-001	-2.000000e+000
2.458534383720124e-004	1.521687e-003	-3.283315e-001	-2.000000e+000
2.458549618423271e-004	1.517935e-003	-3.294855e-001	-2.000000e+000
2.458566459323024e-004	1.513828e-003	-3.307575e-001	-2.000000e+000
2.458583665909075e-004	1.509676e-003	-3.320579e-001	-2.000000e+000
2.458604410703751e-004	1.504728e-003	-3.336313e-001	-2.000000e+000
2.458632427538319e-004	1.498147e-003	-3.357834e-001	-2.000000e+000
2.458667277709113e-004	1.490123e-003	-3.385394e-001	-2.000000e+000
2.458704142766471e-004	1.481829e-003	-3.416180e-001	-2.000000e+000
2.458739016952586e-004	1.474168e-003	-3.448189e-001	-2.000000e+000
2.458781542549824e-004	1.465071e-003	-3.493029e-001	-2.000000e+000
2.458836881797256e-004	1.453641e-003	-3.560978e-001	-2.000000e+000
2.458875679648311e-004	1.445908e-003	-3.617674e-001	-2.000000e+000
2.458908114802307e-004	1.439626e-003	-3.676636e-001	-2.000000e+000
2.458937282713536e-004	1.434125e-003	-3.746223e-001	-2.000000e+000
2.458963179009390e-004	1.429362e-003	-3.832907e-001	-2.000000e+000
2.458987605462345e-004	1.424981e-003	-3.953582e-001	-2.000000e+000
2.459009803446340e-004	1.421100e-003	-4.121753e-001	-2.000000e+000
2.459030714139356e-004	1.417542e-003	-4.376989e-001	-2.000000e+000
2.459052858040291e-004	1.413897e-003	-4.822490e-001	-2.000000e+000
2.459073084094355e-004	1.410702e-003	-5.505241e-001	-2.000000e+000
2.459093432274183e-004	1.407662e-003	-6.514502e-001	-2.000000e+000
2.459099498063587e-004	1.406797e-003	-6.899792e-001	-2.000000e+000
2.459104289176888e-004	1.406130e-003	-7.234831e-001	-2.000000e+000
2.459107191163564e-004	1.405734e-003	-7.422427e-001	-2.000000e+000
2.459110663327150e-004	1.405268e-003	-7.614408e-001	-2.000000e+000
2.459112031943787e-004	1.405087e-003	-7.676576e-001	-2.000000e+000
2.459112857255560e-004	1.404979e-003	-7.706779e-001	-2.000000e+000
2.459114434240818e-004	1.404773e-003	-7.754201e-001	-2.000000e+000
2.459115027454149e-004	1.404697e-003	-7.768161e-001	-2.000000e+000
2.459115795832467e-004	1.404598e-003	-7.783716e-001	-2.000000e+000
2.459116633546263e-004	1.404491e-003	-7.797685e-001	-2.000000e+000
2.459117578689958e-004	1.404370e-003	-7.809876e-001	-2.000000e+000
2.459118657735136e-004	1.404234e-003	-7.819612e-001	-2.000000e+000
2.459120014404487e-004	1.404064e-003	-7.826424e-001	-2.000000e+000
2.459121789169348e-004	1.403844e-003	-7.828028e-001	-2.000000e+000
2.459124423009578e-004	1.403524e-003	-7.820840e-001	-2.000000e+000
2.459126895151751e-004	1.403229e-003	-7.807921e-001	-2.000000e+000
2.459128176006442e-004	1.403079e-003	-7.799443e-001	-2.000000e+000
2.459129509183988e-004	1.402925e-003	-7.790028e-001	-2.000000e+000
2.459131111830489e-004	1.402741e-003	-7.778986e-001	-2.000000e+000
2.459132782202292e-004	1.402553e-003	-7.768375e-001	-2.000000e+000
2.459134352921127e-004	1.402379e-003	-7.759683e-001	-2.000000e+000
2.459135679462706e-004	1.402234e-003	-7.753564e-001	-2.000000e+000
2.459136643147224e-004	1.402129e-003	-7.750050e-001	-2.000000e+000
2.459137851390643e-004	1.402000e-003	-7.746815e-001	-2.000000e+000
2.459139116498568e-004	1.401867e-003	-7.744852e-001	-2.000000e+000
2.459141160028227e-004	1.401655e-003	-7.744436e-001	-2.000000e+000
2.459143459481108e-004	1.401422e-003	-7.747522e-001	-2.000000e+000
2.459146675124150e-004	1.401106e-003	-7.756938e-001	-2.000000e+000
2.459150388259745e-004	1.400756e-003	-7.772428e-001	-2.000000e+000
2.459155943650488e-004	1.400262e-003	-7.798994e-001	-2.000000e+000
2.459159431873527e-004	1.399970e-003	-7.815122e-001	-2.000000e+000
2.459163013458775e-004	1.399684e-003	-7.829255e-001	-2.000000e+000
2.459166940207861e-004	1.399387e-003	-7.841076e-001	-2.000000e+000
2.459171469247203e-004	1.399065e-003	-7.850382e-001	-2.000000e+000
2.459175729918212e-004	1.398782e-003	-7.855631e-001	-2.000000e+000
2.459180584529789e-004	1.398482e-003	-7.858839e-001	-2.000000e+000
2.459185455628892e-004	1.398204e-003	-7.860724e-001	-2.000000e+000
2.459188619127060e-004	1.398036e-003	-7.861722e-001	-2.000000e+000
2.459191844340840e-004	1.397874e-003	-7.862885e-001	-2.000000e+000
2.459195803675877e-004	1.397687e-003	-7.864668e-001	-2.000000e+000
2.459199804281585e-004	1.397512e-003	-7.866842e-001	-2.000000e+000
2.459204723398468e-004	1.397314e-003	-7.869834e-001	-2.000000e+000
2.459210522216856e-004	1.397105e-003	-7.873399e-001	-2.000000e+000
2.459216821704450e-004	1.396905e-003	-7.876949e-001	-2.000000e+000
2.459222349932781e-004	1.396751e-003	-7.879558e-001	-2.000000e+000
2.459235174603339e-004	1.396465e-003	-7.883802e-001	-2.000000e+000
2.459243819781048e-004	1.396322e-003	-7.885876e-001	-2.000000e+000
2.459249595784486e-004	1.396247e-003	-7.887107e-001	-2.000000e+000
2.459264480054619e-004	1.396116e-003	-7.889923e-001	-2.000000e+000
2.459286358580268e-004	1.396063e-003	-7.893141e-001	-2.000000e+000
2.459316420711320e-004	1.396198e-003	-7.896177e-001	-2.000000e+000
2.459372799044986e-004	1.396914e-003	-7.899894e-001	-2.000000e+000
2.459455872766850e-004	1.398785e-003	-7.903678e-001	-2.000000e+000
2.459592369122490e-004	1.403761e-003	-7.908679e-001	-2.000000e+000
2.459728865478129e-004	1.410732e-003	-7.913389e-001	-2.000000e+000
2.459865361833769e-004	1.419699e-003	-7.917808e-001	-2.000000e+000
2.460001858189409e-004	1.430661e-003	-7.921935e-001	-2.000000e+000
2.460138354545049e-004	1.443618e-003	-7.925771e-001	-2.000000e+000
2.460274850900689e-004	1.458570e-003	-7.929315e-001	-2.000000e+000
2.460411347256328e-004	1.475518e-003	-7.932569e-001	-2.000000e+000
2.461161005495968e-004	1.600831e-003	-7.948167e-001	-2.000000e+000
2.462223434602969e-004	1.870605e-003	-7.964419e-001	-2.000000e+000
2.463384617184780e-004	2.282702e-003	-7.976571e-001	-2.000000e+000
2.464437005258427e-004	2.755981e-003	-7.983802e-001	-2.000000e+000
2.465482448177325e-004	3.314585e-003	-7.988391e-001	-2.000000e+000
2.466508307439056e-004	3.943714e-003	-7.990991e-001	-2.000000e+000
2.467567497902968e-004	4.672794e-003	-7.991511e-001	-2.000000e+000
2.468614426772516e-004	5.468457e-003	-7.989867e-001	-2.000000e+000
2.468676787388027e-004	5.518257e-003	-7.989583e-001	-2.000000e+000
2.468801508619049e-004	5.618351e-003	-7.988582e-001	-2.000000e+000
2.469050951081093e-004	5.821486e-003	-7.985827e-001	-2.000000e+000
2.469199863357060e-004	5.944611e-003	-7.983299e-001	-2.000000e+000
2.469364973011954e-004	6.082728e-003	-7.979388e-001	-2.000000e+000
2.469409254600932e-004	6.120061e-003	-7.977868e-001	-2.000000e+000
2.469440592614024e-004	6.146548e-003	-7.976590e-001	-2.000000e+000
2.469477967367119e-004	6.178216e-003	-7.974849e-001	-2.000000e+000
2.469513199278248e-004	6.208145e-003	-7.972946e-001	-2.000000e+000
2.469548795930779e-004	6.238459e-003	-7.970609e-001	-2.000000e+000
2.469599314500784e-004	6.281609e-003	-7.966557e-001	-2.000000e+000
2.469628632580587e-004	6.306720e-003	-7.963683e-001	-2.000000e+000
2.469646772133867e-004	6.322282e-003	-7.961528e-001	-2.000000e+000
2.469661544140248e-004	6.334969e-003	-7.959458e-001	-2.000000e+000
2.469676764695134e-004	6.348055e-003	-7.956907e-001	-2.000000e+000
2.469693477528183e-004	6.362439e-003	-7.953380e-001	-2.000000e+000
2.469710240295771e-004	6.376882e-003	-7.948497e-001	-2.000000e+000
2.469728107959180e-004	6.392294e-003	-7.940755e-001	-2.000000e+000
2.469744363424327e-004	6.406331e-003	-7.930691e-001	-2.000000e+000
2.469752050855144e-004	6.412974e-003	-7.924436e-001	-2.000000e+000
2.469756977909992e-004	6.417233e-003	-7.919756e-001	-2.000000e+000
2.469762051226839e-004	6.421621e-003	-7.914867e-001	-2.000000e+000
2.469768163243098e-004	6.426908e-003	-7.909462e-001	-2.000000e+000
2.469771382445434e-004	6.429694e-003	-7.907100e-001	-2.000000e+000
2.469774742323570e-004	6.432602e-003	-7.905213e-001	-2.000000e+000
2.469778190650381e-004	6.435587e-003	-7.903766e-001	-2.000000e+000
2.469781733525307e-004	6.438654e-003	-7.902643e-001	-2.000000e+000
2.469785549794688e-004	6.441959e-003	-7.901549e-001	-2.000000e+000
2.469790087833404e-004	6.445889e-003	-7.899876e-001	-2.000000e+000
2.469795660611643e-004	6.450718e-003	-7.896544e-001	-2.000000e+000
2.469802333639385e-004	6.456501e-003	-7.889978e-001	-2.000000e+000
2.469809563461967e-004	6.462769e-003	-7.878605e-001	-2.000000e+000
2.469819799829074e-004	6.471648e-003	-7.853683e-001	-2.000000e+000
2.469832331844448e-004	6.482524e-003	-7.805695e-001	-2.000000e+000
2.469847606875816e-004	6.495788e-003	-7.712952e-001	-2.000000e+000
2.469861434357563e-004	6.507800e-003	-7.573589e-001	-2.000000e+000
2.469878169609515e-004	6.522341e-003	-7.293214e-001	-2.000000e+000
2.469894158578159e-004	6.536224e-003	-6.843469e-001	-2.000000e+000
2.469911445283114e-004	6.551207e-003	-6.042239e-001	-2.000000e+000
2.469927538446544e-004	6.565100e-003	-4.970455e-001	-2.000000e+000
2.469932132262598e-004	6.569051e-003	-4.581392e-001	-2.000000e+000
2.469933222321788e-004	6.569987e-003	-4.476314e-001	-2.000000e+000
2.469934190659514e-004	6.570818e-003	-4.379140e-001	-2.000000e+000
2.469934870781679e-004	6.571402e-003	-4.309559e-001	-2.000000e+000
2.469935721654948e-004	6.572132e-003	-4.220891e-001	-2.000000e+000
2.469936710261189e-004	6.572979e-003	-4.115770e-001	-2.000000e+000
2.469938131947316e-004	6.574197e-003	-3.960836e-001	-2.000000e+000
